account_id,signup_date,industry,acquisition_channel,plan,seats,mrr,churn_date,churn_flag
10882,2026-05-26,Healthcare,Referral,Starter,4,316,,False
10883,2025-09-27,Technology,Organic,Pro,7,1393,,False
10884,2025-04-04,Financial Services,Partner,Starter,4,316,2025-12-21,True
10885,2026-05-03,Retail,Referral,Pro,8,1592,,False
10886,2026-03-17,Professional Services,Paid Search,Starter,2,158,,False
10887,2025-02-01,Retail,Paid Search,Enterprise,32,41568,,False
10888,2025-04-26,Professional Services,Partner,Pro,13,2587,,False
10889,2025-01-10,Healthcare,Organic,Business,17,8483,,False
10890,2025-06-12,Manufacturing,Organic,Pro,14,2786,,False
10891,2025-03-01,Healthcare,Referral,Starter,3,237,,False
10892,2026-03-02,Retail,Referral,Business,20,9980,,False
10893,2025-11-10,Financial Services,Referral,Pro,18,3582,,False
10894,2026-08-12,Retail,Partner,Business,12,5988,,False
10895,2026-03-26,Healthcare,Organic,Pro,4,796,,False
10896,2026-01-02,Financial Services,Organic,Pro,13,2587,,False
10897,2025-11-02,Retail,Referral,Business,13,6487,,False
10898,2025-02-02,Retail,Partner,Pro,8,1592,2025-06-14,True
10899,2025-02-12,Retail,Partner,Starter,2,158,,False
10900,2026-01-05,Financial Services,Partner,Pro,9,1791,2026-07-01,True
10901,2025-01-03,Healthcare,Paid Search,Pro,6,1194,,False
10902,2025-01-26,Retail,Partner,Enterprise,42,54558,,False
10903,2025-05-12,Healthcare,Paid Search,Starter,4,316,,False
10904,2026-06-15,Healthcare,Organic,Pro,6,1194,,False
10905,2025-10-03,Retail,Paid Search,Business,14,6986,,False
10906,2026-03-02,Manufacturing,Partner,Pro,7,1393,,False
10907,2025-09-04,Professional Services,Referral,Pro,5,995,,False
10908,2025-04-14,Manufacturing,Paid Search,Pro,7,1393,,False
10909,2025-08-11,Professional Services,Referral,Starter,3,237,2025-11-28,True
10910,2025-02-25,Financial Services,Paid Search,Business,16,7984,,False
10911,2026-04-08,Professional Services,Organic,Starter,3,237,,False
10912,2025-04-21,Retail,Paid Search,Starter,3,237,,False
10913,2025-08-14,Retail,Partner,Pro,6,1194,,False
10914,2026-08-12,Healthcare,Organic,Business,23,11477,,False
10915,2025-12-22,Technology,Referral,Business,30,14970,,False
10916,2025-10-03,Manufacturing,Organic,Starter,3,237,,False
10917,2025-11-22,Manufacturing,Organic,Starter,4,316,,False
10918,2026-04-16,Financial Services,Events,Enterprise,41,53259,,False
10919,2025-06-02,Financial Services,Referral,Starter,3,237,2025-12-11,True
10920,2026-01-17,Healthcare,Referral,Starter,5,395,,False
10921,2026-06-08,Professional Services,Organic,Starter,4,316,,False
10922,2025-12-10,Healthcare,Events,Pro,4,796,,False
10923,2025-09-25,Professional Services,Organic,Business,21,10479,,False
10924,2025-03-29,Healthcare,Partner,Business,28,13972,,False
10925,2025-05-29,Professional Services,Referral,Pro,7,1393,,False
10926,2026-07-22,Healthcare,Organic,Starter,4,316,,False
10927,2025-11-21,Healthcare,Paid Search,Starter,2,158,,False
10928,2025-06-30,Professional Services,Organic,Pro,5,995,,False
10929,2025-09-09,Financial Services,Paid Search,Starter,3,237,2026-07-31,True
10930,2025-12-13,Retail,Organic,Starter,2,158,,False
10931,2025-11-19,Professional Services,Partner,Starter,3,237,,False
10932,2026-02-24,Financial Services,Partner,Starter,5,395,,False
10933,2025-06-04,Manufacturing,Partner,Pro,4,796,,False
10934,2026-01-25,Technology,Organic,Pro,5,995,2026-04-04,True
10935,2025-09-23,Manufacturing,Paid Search,Starter,2,158,,False
10936,2026-07-19,Manufacturing,Events,Pro,8,1592,,False
10937,2025-04-05,Financial Services,Organic,Business,16,7984,,False
10938,2025-03-31,Financial Services,Organic,Business,29,14471,,False
10939,2025-10-04,Retail,Partner,Business,25,12475,2026-07-09,True
10940,2025-11-02,Technology,Organic,Pro,10,1990,,False
10941,2026-02-19,Financial Services,Paid Search,Business,19,9481,,False
10942,2025-08-31,Healthcare,Partner,Starter,3,237,2026-08-20,True
10943,2026-07-03,Professional Services,Organic,Starter,2,158,,False
10944,2025-10-12,Healthcare,Paid Search,Starter,4,316,,False
10945,2025-03-19,Healthcare,Paid Search,Pro,5,995,,False
10946,2025-03-13,Healthcare,Referral,Starter,4,316,,False
10947,2026-08-08,Retail,Partner,Starter,5,395,,False
10948,2025-03-22,Retail,Organic,Business,19,9481,,False
10949,2026-07-23,Retail,Referral,Starter,3,237,,False
10950,2025-06-16,Manufacturing,Partner,Starter,3,237,,False
10951,2025-02-26,Manufacturing,Organic,Starter,1,79,,False
10952,2025-07-02,Retail,Partner,Pro,9,1791,,False
10953,2026-01-04,Manufacturing,Organic,Starter,3,237,,False
10954,2025-09-14,Financial Services,Referral,Starter,3,237,,False
10955,2026-04-17,Retail,Organic,Starter,4,316,2026-07-10,True
10956,2026-01-02,Technology,Paid Search,Business,18,8982,,False
10957,2025-08-29,Financial Services,Partner,Business,12,5988,,False
10958,2026-01-16,Financial Services,Partner,Pro,8,1592,,False
10959,2026-08-06,Manufacturing,Events,Pro,8,1592,,False
10960,2025-09-05,Healthcare,Paid Search,Business,19,9481,,False
10961,2025-04-03,Technology,Partner,Enterprise,48,62352,,False
10962,2025-09-03,Financial Services,Paid Search,Pro,12,2388,,False
10963,2026-05-20,Healthcare,Events,Business,12,5988,,False
10964,2025-05-11,Retail,Paid Search,Business,19,9481,2026-07-09,True
10965,2026-07-24,Retail,Events,Business,28,13972,,False
10966,2025-12-19,Healthcare,Organic,Pro,4,796,,False
10967,2025-12-27,Financial Services,Referral,Starter,3,237,,False
10968,2025-07-10,Healthcare,Partner,Starter,2,158,,False
10969,2026-07-07,Retail,Organic,Pro,7,1393,,False
10970,2025-01-22,Professional Services,Organic,Pro,6,1194,,False
10971,2025-06-29,Financial Services,Events,Starter,3,237,,False
10972,2025-09-09,Manufacturing,Referral,Pro,15,2985,,False
10973,2025-10-14,Financial Services,Organic,Pro,5,995,,False
10974,2025-10-12,Healthcare,Referral,Business,12,5988,,False
10975,2025-03-30,Technology,Referral,Starter,2,158,,False
10976,2025-05-16,Manufacturing,Paid Search,Starter,5,395,,False
10977,2025-02-27,Professional Services,Events,Business,15,7485,,False
10978,2025-12-10,Manufacturing,Events,Business,18,8982,,False
10979,2025-07-30,Retail,Paid Search,Enterprise,39,50661,2026-01-04,True
10980,2025-12-06,Manufacturing,Paid Search,Business,13,6487,,False
10981,2025-12-20,Manufacturing,Referral,Business,17,8483,,False
10982,2026-02-26,Healthcare,Partner,Starter,7,553,,False
10983,2025-11-25,Manufacturing,Organic,Starter,5,395,,False
10984,2026-01-24,Financial Services,Organic,Starter,2,158,,False
10985,2025-12-19,Manufacturing,Events,Pro,10,1990,,False
10986,2026-01-27,Professional Services,Partner,Business,13,6487,,False
10987,2026-01-05,Technology,Referral,Starter,2,158,2026-06-09,True
10988,2025-07-09,Financial Services,Paid Search,Pro,11,2189,,False
10989,2025-05-28,Healthcare,Referral,Starter,5,395,,False
10990,2026-04-18,Healthcare,Referral,Starter,4,316,,False
10991,2025-07-25,Financial Services,Referral,Starter,3,237,,False
10992,2025-11-26,Financial Services,Organic,Starter,3,237,,False
10993,2025-04-29,Financial Services,Paid Search,Enterprise,59,76641,,False
10994,2025-09-16,Manufacturing,Referral,Starter,3,237,,False
10995,2025-11-14,Manufacturing,Paid Search,Business,16,7984,,False
10996,2026-01-11,Technology,Organic,Pro,5,995,,False
10997,2025-11-12,Financial Services,Events,Starter,3,237,,False
10998,2025-08-05,Retail,Paid Search,Starter,4,316,,False
10999,2026-08-01,Healthcare,Events,Business,12,5988,,False
11000,2025-11-04,Financial Services,Organic,Starter,4,316,2026-02-26,True
11001,2026-04-30,Manufacturing,Paid Search,Business,20,9980,,False
11002,2026-03-19,Retail,Partner,Starter,4,316,,False
11003,2025-12-01,Healthcare,Referral,Pro,11,2189,,False
11004,2026-06-16,Technology,Organic,Business,14,6986,,False
11005,2025-03-18,Manufacturing,Organic,Starter,2,158,,False
11006,2026-07-07,Technology,Organic,Starter,2,158,,False
11007,2026-05-26,Retail,Referral,Enterprise,61,79239,,False
11008,2025-10-30,Manufacturing,Referral,Starter,2,158,,False
11009,2026-03-17,Manufacturing,Organic,Pro,6,1194,,False
11010,2025-11-09,Retail,Paid Search,Pro,4,796,,False
11011,2025-06-11,Retail,Organic,Starter,6,474,,False
11012,2026-04-25,Technology,Referral,Business,24,11976,,False
11013,2025-05-28,Manufacturing,Paid Search,Business,24,11976,,False
11014,2025-07-08,Technology,Organic,Starter,4,316,,False
11015,2025-11-08,Technology,Organic,Business,22,10978,,False
11016,2026-05-18,Retail,Organic,Starter,3,237,2026-08-09,True
11017,2025-08-19,Technology,Organic,Starter,3,237,,False
11018,2025-10-24,Technology,Referral,Pro,7,1393,,False
11019,2025-01-25,Financial Services,Organic,Enterprise,113,146787,,False
11020,2025-03-11,Healthcare,Organic,Starter,4,316,,False
11021,2025-02-03,Professional Services,Events,Starter,3,237,2025-05-20,True
11022,2025-02-13,Healthcare,Events,Pro,9,1791,,False
11023,2026-06-06,Financial Services,Organic,Business,13,6487,,False
11024,2026-05-21,Professional Services,Referral,Starter,5,395,,False
11025,2026-05-09,Healthcare,Referral,Starter,2,158,,False
11026,2025-02-03,Financial Services,Partner,Business,21,10479,,False
11027,2025-02-16,Healthcare,Partner,Starter,4,316,,False
11028,2025-06-18,Technology,Organic,Starter,3,237,,False
11029,2025-12-06,Professional Services,Organic,Starter,3,237,,False
11030,2025-07-20,Professional Services,Referral,Starter,3,237,,False
11031,2025-10-20,Retail,Partner,Pro,8,1592,,False
11032,2025-04-14,Manufacturing,Events,Business,15,7485,2025-10-22,True
11033,2026-03-15,Healthcare,Organic,Pro,7,1393,,False
11034,2025-07-08,Financial Services,Paid Search,Pro,13,2587,,False
11035,2025-02-09,Financial Services,Organic,Enterprise,43,55857,2025-07-17,True
11036,2026-03-22,Manufacturing,Paid Search,Starter,2,158,,False
11037,2026-06-26,Retail,Events,Starter,3,237,,False
11038,2025-01-09,Professional Services,Referral,Business,26,12974,,False
11039,2025-09-20,Technology,Organic,Starter,4,316,,False
11040,2026-05-12,Professional Services,Paid Search,Pro,10,1990,,False
11041,2026-02-28,Financial Services,Referral,Business,16,7984,,False
11042,2026-05-29,Retail,Partner,Starter,4,316,,False
11043,2025-09-07,Retail,Referral,Pro,6,1194,,False
11044,2025-08-12,Retail,Partner,Starter,3,237,,False
11045,2026-03-02,Manufacturing,Organic,Starter,4,316,,False
11046,2025-04-03,Manufacturing,Organic,Pro,11,2189,,False
11047,2025-05-24,Technology,Referral,Starter,2,158,,False
11048,2025-12-27,Technology,Organic,Business,13,6487,,False
11049,2026-02-06,Professional Services,Referral,Business,19,9481,,False
11050,2025-03-13,Manufacturing,Paid Search,Business,33,16467,,False
11051,2025-11-01,Retail,Organic,Starter,2,158,,False
11052,2025-08-07,Manufacturing,Organic,Starter,3,237,,False
11053,2025-10-29,Financial Services,Organic,Starter,2,158,,False
11054,2026-07-30,Financial Services,Organic,Starter,2,158,,False
11055,2025-02-15,Professional Services,Partner,Enterprise,40,51960,,False
11056,2026-08-21,Retail,Events,Starter,3,237,,False
11057,2025-09-27,Technology,Organic,Starter,2,158,,False
11058,2026-04-09,Financial Services,Partner,Business,18,8982,,False
11059,2025-09-12,Professional Services,Partner,Starter,2,158,,False
11060,2025-07-06,Professional Services,Events,Starter,2,158,,False
11061,2026-04-08,Technology,Referral,Starter,4,316,,False
11062,2026-02-17,Healthcare,Referral,Pro,10,1990,,False
11063,2025-03-28,Manufacturing,Referral,Business,24,11976,,False
11064,2026-02-28,Retail,Partner,Starter,2,158,,False
11065,2026-03-28,Financial Services,Partner,Business,20,9980,,False
11066,2025-08-21,Manufacturing,Referral,Business,23,11477,,False
11067,2026-07-10,Financial Services,Organic,Business,13,6487,,False
11068,2026-01-20,Financial Services,Partner,Starter,3,237,,False
11069,2025-07-20,Retail,Partner,Starter,3,237,,False
11070,2025-01-07,Financial Services,Referral,Business,34,16966,,False
11071,2026-02-09,Financial Services,Paid Search,Starter,6,474,,False
11072,2025-05-06,Healthcare,Referral,Pro,4,796,,False
11073,2026-03-30,Financial Services,Referral,Business,43,21457,,False
11074,2025-11-12,Financial Services,Paid Search,Starter,2,158,,False
11075,2025-10-08,Technology,Partner,Business,25,12475,2026-03-28,True
11076,2025-04-09,Manufacturing,Events,Business,25,12475,,False
11077,2026-03-03,Manufacturing,Referral,Pro,6,1194,,False
11078,2025-04-10,Professional Services,Referral,Pro,10,1990,,False
11079,2025-09-08,Professional Services,Referral,Business,17,8483,,False
11080,2026-05-17,Manufacturing,Organic,Pro,10,1990,,False
11081,2026-07-07,Professional Services,Referral,Business,20,9980,,False
11082,2026-08-17,Healthcare,Organic,Business,27,13473,,False
11083,2026-07-29,Healthcare,Referral,Business,18,8982,,False
11084,2025-11-30,Manufacturing,Organic,Starter,3,237,,False
11085,2025-05-01,Technology,Referral,Starter,4,316,2025-07-19,True
11086,2026-05-19,Retail,Partner,Starter,4,316,,False
11087,2026-04-26,Financial Services,Organic,Pro,10,1990,,False
11088,2026-08-18,Manufacturing,Paid Search,Pro,6,1194,,False
11089,2026-01-26,Professional Services,Events,Pro,6,1194,,False
11090,2025-03-26,Professional Services,Paid Search,Starter,2,158,,False
11091,2025-10-29,Professional Services,Organic,Business,14,6986,,False
11092,2025-09-26,Healthcare,Referral,Business,24,11976,,False
11093,2026-05-21,Manufacturing,Paid Search,Starter,4,316,,False
11094,2025-08-24,Technology,Paid Search,Pro,8,1592,2025-12-19,True
11095,2025-07-17,Professional Services,Organic,Pro,13,2587,,False
11096,2025-02-18,Professional Services,Referral,Pro,13,2587,,False
11097,2026-05-17,Manufacturing,Paid Search,Starter,3,237,,False
11098,2026-03-30,Retail,Organic,Business,14,6986,,False
11099,2025-01-25,Professional Services,Paid Search,Enterprise,78,101322,,False
11100,2025-09-18,Professional Services,Organic,Pro,8,1592,,False
11101,2025-10-15,Financial Services,Referral,Business,19,9481,,False
11102,2025-10-09,Retail,Partner,Enterprise,40,51960,,False
11103,2026-07-06,Technology,Organic,Starter,2,158,,False
11104,2025-04-01,Healthcare,Paid Search,Pro,5,995,,False
11105,2025-07-03,Retail,Referral,Pro,10,1990,,False
11106,2025-04-19,Professional Services,Referral,Enterprise,34,44166,,False
11107,2025-05-27,Healthcare,Events,Starter,9,711,,False
11108,2026-06-29,Healthcare,Referral,Starter,2,158,,False
11109,2026-07-19,Technology,Organic,Business,12,5988,,False
11110,2025-01-27,Technology,Events,Starter,4,316,,False
11111,2026-01-15,Technology,Partner,Business,31,15469,,False
11112,2025-05-20,Healthcare,Paid Search,Starter,3,237,,False
11113,2025-04-26,Financial Services,Organic,Enterprise,55,71445,,False
11114,2025-06-25,Healthcare,Organic,Business,9,4491,,False
11115,2025-04-27,Financial Services,Paid Search,Starter,2,158,,False
11116,2025-10-22,Retail,Organic,Business,12,5988,,False
11117,2026-08-21,Financial Services,Organic,Starter,2,158,,False
11118,2025-12-18,Healthcare,Partner,Pro,8,1592,,False
11119,2026-03-10,Retail,Referral,Pro,4,796,,False
11120,2025-10-23,Manufacturing,Organic,Business,11,5489,,False
11121,2025-01-09,Manufacturing,Organic,Starter,2,158,,False
11122,2025-02-20,Healthcare,Referral,Starter,2,158,,False
11123,2025-06-11,Manufacturing,Paid Search,Pro,9,1791,,False
11124,2025-05-27,Retail,Partner,Pro,9,1791,,False
11125,2026-05-20,Technology,Organic,Pro,11,2189,,False
11126,2026-05-22,Retail,Organic,Starter,4,316,,False
11127,2026-05-28,Healthcare,Paid Search,Starter,4,316,,False
11128,2026-01-18,Healthcare,Referral,Business,18,8982,,False
11129,2025-11-30,Retail,Referral,Starter,3,237,,False
11130,2026-01-25,Professional Services,Events,Starter,4,316,,False
11131,2025-09-02,Retail,Paid Search,Enterprise,47,61053,2026-04-25,True
11132,2026-02-07,Healthcare,Referral,Starter,3,237,2026-05-31,True
11133,2026-04-22,Technology,Events,Business,16,7984,,False
11134,2026-04-03,Professional Services,Organic,Starter,2,158,,False
11135,2026-01-04,Professional Services,Events,Business,21,10479,,False
11136,2025-02-04,Healthcare,Paid Search,Business,17,8483,,False
11137,2026-03-11,Retail,Paid Search,Business,14,6986,,False
11138,2025-08-08,Technology,Events,Starter,2,158,,False
11139,2026-03-23,Professional Services,Paid Search,Pro,5,995,2026-08-16,True
11140,2025-11-20,Technology,Referral,Business,25,12475,2026-07-19,True
11141,2026-06-13,Retail,Organic,Starter,3,237,,False
11142,2025-07-23,Manufacturing,Paid Search,Starter,2,158,,False
11143,2026-07-13,Financial Services,Paid Search,Starter,4,316,,False
11144,2026-05-22,Manufacturing,Organic,Enterprise,37,48063,,False
11145,2025-07-18,Healthcare,Paid Search,Pro,5,995,2026-08-17,True
11146,2025-10-17,Manufacturing,Paid Search,Pro,11,2189,,False
11147,2025-11-15,Professional Services,Referral,Business,15,7485,,False
11148,2026-04-07,Manufacturing,Organic,Pro,7,1393,,False
11149,2026-02-18,Professional Services,Referral,Pro,8,1592,,False
11150,2026-05-27,Retail,Organic,Pro,12,2388,,False
11151,2025-08-10,Healthcare,Organic,Pro,8,1592,,False
11152,2025-10-30,Professional Services,Referral,Starter,2,158,,False
11153,2025-09-16,Professional Services,Organic,Business,22,10978,,False
11154,2026-06-30,Technology,Organic,Business,15,7485,,False
11155,2025-07-02,Technology,Paid Search,Starter,6,474,,False
11156,2025-12-19,Financial Services,Referral,Pro,8,1592,,False
11157,2025-03-14,Manufacturing,Events,Starter,1,79,,False
11158,2026-05-26,Professional Services,Events,Enterprise,51,66249,,False
11159,2025-08-19,Retail,Paid Search,Business,36,17964,2025-12-27,True
11160,2025-07-24,Manufacturing,Events,Business,31,15469,,False
11161,2025-12-16,Healthcare,Partner,Starter,6,474,,False
11162,2025-10-27,Technology,Referral,Starter,2,158,,False
11163,2026-05-24,Financial Services,Partner,Starter,4,316,,False
11164,2025-11-15,Technology,Organic,Starter,2,158,,False
11165,2025-11-07,Professional Services,Paid Search,Starter,3,237,,False
11166,2025-03-04,Professional Services,Referral,Starter,2,158,,False
11167,2025-01-14,Financial Services,Organic,Enterprise,36,46764,,False
11168,2025-08-28,Professional Services,Organic,Starter,2,158,,False
11169,2026-08-22,Professional Services,Events,Starter,4,316,,False
11170,2026-07-05,Professional Services,Referral,Business,24,11976,,False
11171,2026-01-13,Retail,Organic,Pro,9,1791,,False
11172,2026-01-14,Financial Services,Organic,Business,11,5489,2026-04-12,True
11173,2025-08-23,Retail,Referral,Pro,7,1393,,False
11174,2025-04-17,Professional Services,Partner,Business,14,6986,,False
11175,2025-01-06,Financial Services,Partner,Pro,11,2189,2025-06-07,True
11176,2025-07-23,Financial Services,Referral,Pro,12,2388,,False
11177,2025-07-09,Technology,Organic,Pro,12,2388,,False
11178,2025-04-25,Manufacturing,Organic,Pro,6,1194,2025-07-06,True
11179,2025-06-05,Manufacturing,Referral,Starter,1,79,,False
11180,2025-01-15,Financial Services,Partner,Pro,4,796,,False
11181,2025-12-31,Financial Services,Partner,Starter,5,395,2026-05-09,True
11182,2026-07-11,Healthcare,Referral,Business,16,7984,,False
11183,2026-02-19,Retail,Paid Search,Starter,2,158,,False
11184,2025-09-26,Retail,Referral,Starter,5,395,,False
11185,2025-09-10,Retail,Paid Search,Starter,5,395,,False
11186,2025-07-04,Technology,Paid Search,Business,18,8982,,False
11187,2025-03-27,Manufacturing,Paid Search,Starter,3,237,,False
11188,2025-12-26,Professional Services,Paid Search,Pro,8,1592,,False
11189,2025-12-06,Professional Services,Events,Business,19,9481,,False
11190,2025-01-05,Manufacturing,Referral,Starter,5,395,,False
11191,2025-09-07,Financial Services,Organic,Business,21,10479,,False
11192,2025-06-16,Financial Services,Organic,Starter,4,316,,False
11193,2025-04-13,Professional Services,Paid Search,Starter,5,395,,False
11194,2026-02-26,Professional Services,Paid Search,Pro,5,995,,False
11195,2025-11-12,Healthcare,Paid Search,Business,23,11477,,False
11196,2026-01-16,Retail,Paid Search,Starter,3,237,,False
11197,2026-03-05,Technology,Organic,Pro,3,597,,False
11198,2026-08-13,Manufacturing,Paid Search,Starter,1,79,,False
11199,2026-04-27,Retail,Paid Search,Pro,6,1194,,False
11200,2026-01-08,Healthcare,Referral,Pro,10,1990,,False
