ticket_id,account_id,ticket_date,priority,resolution_hours,satisfaction_score
1185,10750,2025-09-24,Low,61.3,3.2
1186,10750,2026-03-10,Low,101.1,3.8
1187,10752,2025-11-29,Low,102.4,3.4
1188,10753,2025-07-12,High,26.6,4.5
1189,10753,2026-01-16,Normal,52.9,4.6
1190,10753,2025-07-31,Normal,30.3,3.7
1191,10753,2025-05-31,Normal,48.7,3.7
1192,10753,2025-12-07,Normal,25.6,3.0
1193,10753,2025-10-07,Normal,19.2,3.6
1194,10755,2026-07-18,Normal,47.6,2.5
1195,10756,2026-06-02,Urgent,7.1,4.4
1196,10756,2025-11-27,Normal,76.4,3.7
1197,10756,2026-07-21,High,11.9,3.9
1198,10757,2026-05-10,Normal,52.8,3.1
1199,10757,2026-07-28,Urgent,3.9,3.8
1200,10758,2026-05-29,Normal,21.7,3.5
1201,10758,2025-11-29,Normal,38.3,3.4
1202,10758,2026-08-02,Normal,30.1,4.3
1203,10759,2026-01-10,Normal,25.7,4.9
1204,10759,2025-03-20,Normal,54.8,2.8
1205,10760,2026-03-17,Normal,29.4,4.8
1206,10761,2026-03-22,Urgent,3.4,3.1
1207,10761,2026-05-17,Normal,30.9,4.3
1208,10761,2025-05-31,Normal,27.0,4.3
1209,10761,2025-10-24,Normal,37.8,3.5
1210,10761,2025-08-05,High,10.9,3.5
1211,10762,2026-03-15,Low,62.5,3.7
1212,10765,2026-07-26,Low,69.6,3.5
1213,10765,2026-05-13,Low,79.2,4.0
1214,10766,2026-08-24,Urgent,2.7,3.5
1215,10766,2026-08-19,Normal,26.6,4.4
1216,10767,2026-07-04,High,13.3,4.2
1217,10767,2026-03-14,Normal,29.2,3.4
1218,10768,2026-06-29,Normal,34.2,3.5
1219,10768,2025-12-09,High,18.2,3.9
1220,10768,2025-10-30,Urgent,3.9,3.2
1221,10768,2026-01-20,Normal,20.6,3.3
1222,10769,2026-04-30,Normal,33.7,3.6
1223,10769,2026-04-16,High,13.2,4.3
1224,10769,2026-05-10,High,16.3,3.6
1225,10769,2026-04-18,High,15.1,4.1
1226,10769,2025-05-03,Low,53.8,3.4
1227,10770,2026-04-02,Normal,30.3,4.3
1228,10770,2026-08-07,High,17.6,4.8
1229,10770,2025-09-24,Low,52.2,3.5
1230,10772,2026-08-19,High,18.9,3.7
1231,10773,2025-03-07,High,13.7,4.0
1232,10774,2026-05-02,Normal,43.3,3.4
1233,10776,2026-08-16,Normal,26.0,4.6
1234,10778,2025-09-19,Normal,33.3,3.3
1235,10778,2025-04-11,Low,77.7,3.3
1236,10778,2025-05-23,Low,96.4,3.4
1237,10778,2025-09-08,Low,108.4,2.9
1238,10778,2025-12-14,Low,69.6,2.8
1239,10778,2025-04-28,Normal,51.9,3.9
1240,10778,2025-11-25,Normal,28.8,4.8
1241,10778,2026-02-07,Normal,34.2,3.2
1242,10781,2026-08-01,Normal,31.6,4.1
1243,10783,2025-05-05,Normal,38.4,3.5
1244,10784,2026-04-09,Low,55.9,2.5
1245,10785,2026-01-11,Urgent,5.3,5.0
1246,10785,2026-05-15,Normal,34.7,3.8
1247,10785,2025-11-16,Normal,43.5,3.9
1248,10786,2026-02-08,High,37.0,2.6
1249,10786,2026-05-17,Normal,73.8,3.1
1250,10787,2025-08-30,Low,95.8,3.3
1251,10788,2026-04-14,Normal,42.2,4.0
1252,10788,2026-03-26,Normal,49.3,3.1
1253,10789,2025-12-25,Normal,22.6,4.0
1254,10790,2025-08-17,Low,67.1,2.2
1255,10790,2025-07-26,Urgent,4.7,4.5
1256,10791,2025-03-10,Normal,69.7,3.6
1257,10793,2026-06-09,Low,53.7,2.9
1258,10795,2025-11-30,High,9.6,4.3
1259,10795,2026-01-06,Normal,33.3,4.2
1260,10796,2026-03-30,Low,106.8,2.8
1261,10796,2026-01-15,Normal,24.4,4.6
1262,10796,2025-09-14,Normal,33.2,5.0
1263,10796,2025-11-15,High,12.6,3.5
1264,10798,2026-02-25,Low,92.7,3.4
1265,10800,2026-08-02,Normal,32.9,4.4
1266,10801,2026-01-23,Normal,34.2,3.7
1267,10801,2025-06-07,Normal,20.3,3.8
1268,10801,2025-04-12,Low,48.7,3.1
1269,10805,2026-06-09,Low,55.5,3.4
1270,10805,2026-08-17,High,9.4,3.3
1271,10806,2026-07-12,Normal,41.6,4.0
1272,10807,2026-01-11,High,13.4,3.7
1273,10807,2026-02-17,Normal,44.2,3.6
1274,10807,2026-01-02,Normal,33.4,3.0
1275,10811,2025-12-31,Normal,29.9,3.9
1276,10813,2026-08-09,Normal,35.5,4.2
1277,10814,2026-06-23,Normal,29.3,4.4
1278,10814,2026-08-08,Normal,50.6,4.4
1279,10816,2026-08-11,Normal,31.0,3.6
1280,10817,2025-09-01,High,22.0,3.7
1281,10817,2025-04-13,Urgent,5.1,3.7
1282,10817,2025-08-21,Normal,89.0,4.0
1283,10818,2025-03-15,Urgent,5.8,3.6
1284,10818,2025-08-25,Normal,20.4,3.2
1285,10818,2026-04-12,Normal,33.8,3.3
1286,10822,2026-08-23,High,13.0,5.0
1287,10823,2026-02-09,High,21.7,3.7
1288,10825,2026-01-20,High,12.3,5.0
1289,10825,2026-06-05,Normal,26.2,2.9
1290,10825,2026-01-25,Normal,24.2,4.4
1291,10830,2025-08-08,Normal,27.8,4.6
1292,10830,2025-01-18,High,25.5,4.0
1293,10832,2026-07-09,Normal,38.0,4.2
1294,10832,2025-09-06,Normal,40.4,4.6
1295,10833,2026-04-11,Urgent,8.2,3.5
1296,10834,2026-04-03,Normal,38.1,4.2
1297,10834,2026-05-17,High,23.4,3.8
1298,10834,2025-12-20,Low,98.4,4.4
1299,10834,2026-02-08,High,27.4,4.2
1300,10834,2025-09-13,Normal,31.3,4.2
1301,10834,2025-04-29,Low,139.7,3.0
1302,10836,2026-04-23,Low,71.2,2.2
1303,10837,2026-06-16,Normal,30.4,3.9
1304,10837,2026-08-01,High,13.7,3.9
1305,10838,2026-02-06,Normal,44.6,4.1
1306,10838,2025-09-22,High,4.8,3.4
1307,10838,2025-08-27,Normal,25.5,4.3
1308,10839,2025-10-20,Normal,41.8,4.0
1309,10840,2026-08-06,Normal,55.2,4.2
1310,10844,2025-08-27,Normal,26.1,3.5
1311,10845,2026-01-02,Normal,54.3,4.2
1312,10845,2025-04-16,Normal,19.5,4.8
1313,10846,2026-01-06,Normal,23.6,3.0
1314,10846,2025-03-09,High,16.4,5.0
1315,10846,2025-07-21,Normal,40.9,2.7
1316,10846,2025-09-19,Normal,18.6,3.1
1317,10846,2025-09-20,Urgent,6.1,3.4
1318,10846,2026-02-15,Normal,53.6,3.7
1319,10847,2025-06-19,High,12.4,4.3
1320,10847,2026-05-28,Normal,29.8,5.0
1321,10848,2025-07-13,High,20.1,3.4
1322,10848,2025-09-25,Urgent,4.8,3.4
1323,10848,2025-04-05,Normal,20.9,4.2
1324,10849,2026-07-20,High,16.5,3.7
1325,10850,2026-06-16,Urgent,3.6,4.4
1326,10850,2026-04-20,Normal,40.3,4.7
1327,10850,2026-07-26,High,11.3,4.0
1328,10850,2026-01-15,High,16.3,4.1
1329,10854,2026-02-19,Normal,53.8,4.3
1330,10855,2025-09-18,Normal,37.9,3.4
1331,10855,2026-07-29,High,18.4,3.7
1332,10855,2025-11-11,Normal,21.5,3.1
1333,10855,2026-04-24,High,13.0,4.8
1334,10856,2026-08-12,Low,99.0,4.4
1335,10858,2025-11-08,Normal,42.8,4.2
1336,10858,2025-05-01,Low,62.3,3.8
1337,10859,2026-02-13,Normal,29.2,4.3
1338,10861,2026-08-19,Normal,35.3,3.4
1339,10863,2025-09-08,High,16.0,4.2
1340,10865,2026-07-27,Normal,37.0,3.5
1341,10866,2026-03-11,Normal,25.0,3.6
1342,10866,2026-04-24,Normal,39.3,2.9
1343,10869,2026-03-21,Normal,22.0,4.4
1344,10869,2025-12-18,Normal,32.3,3.3
1345,10869,2026-04-04,Low,119.0,3.7
1346,10869,2026-01-15,Normal,30.6,4.2
1347,10870,2025-11-11,Normal,48.4,4.4
1348,10870,2025-11-05,Normal,29.1,3.7
1349,10871,2025-10-13,Normal,42.0,2.6
1350,10871,2026-03-21,Normal,39.1,4.4
1351,10872,2026-02-24,Low,35.6,3.0
1352,10872,2026-02-26,Low,85.2,4.8
1353,10872,2025-05-10,Low,62.1,3.1
1354,10872,2025-10-05,Normal,36.6,4.1
1355,10873,2025-06-15,Normal,29.9,2.9
1356,10874,2025-06-27,Low,59.8,2.5
1357,10874,2025-07-13,High,13.7,4.8
1358,10874,2025-09-09,Normal,49.1,2.3
1359,10876,2026-06-25,Urgent,5.0,3.4
1360,10876,2026-03-20,Normal,48.8,3.4
1361,10878,2026-05-24,Normal,27.9,4.3
1362,10878,2026-06-13,Low,135.2,4.0
1363,10878,2026-06-24,Normal,24.8,4.7
1364,10879,2025-12-16,Normal,55.4,3.4
1365,10880,2026-08-15,Normal,26.1,4.3
1366,10881,2025-07-03,High,13.5,3.9
1367,10881,2026-04-06,Low,72.8,3.4
1368,10881,2025-03-10,Normal,43.3,3.6
1369,10883,2026-08-15,Normal,47.3,3.1
1370,10884,2025-10-13,Normal,29.8,5.0
1371,10884,2025-10-06,High,9.1,4.3
1372,10887,2026-01-16,Normal,54.1,3.8
1373,10887,2026-03-25,High,16.8,4.2
1374,10888,2026-03-24,Normal,39.5,3.1
1375,10888,2025-11-05,Normal,39.7,4.8
1376,10888,2025-08-12,Low,112.5,4.0
1377,10889,2025-04-27,High,21.5,4.2
1378,10889,2025-12-17,Normal,41.3,4.0
1379,10889,2025-07-09,High,37.2,4.1
1380,10891,2025-11-27,Normal,33.3,4.3
1381,10895,2026-04-09,Normal,74.2,4.5
1382,10896,2026-08-02,Urgent,7.8,3.7
1383,10897,2026-03-03,Normal,22.2,4.1
1384,10897,2025-12-21,Urgent,7.1,3.7
1385,10897,2026-06-19,Low,69.7,2.8
1386,10898,2025-04-21,High,15.1,2.8
1387,10898,2025-05-20,Urgent,2.7,3.6
1388,10898,2025-02-05,Normal,39.1,3.5
1389,10898,2025-05-07,High,16.0,3.9
1390,10898,2025-04-28,Low,82.1,4.3
1391,10899,2025-07-08,High,13.7,2.9
1392,10899,2026-03-12,Low,78.4,2.8
1393,10900,2026-06-01,High,13.8,4.1
1394,10901,2025-07-26,High,33.2,3.1
1395,10901,2025-08-30,High,16.0,3.7
1396,10901,2025-11-07,High,14.5,4.2
1397,10901,2025-07-17,Low,90.2,4.0
1398,10901,2025-08-08,Low,65.3,3.1
1399,10901,2025-03-04,Normal,30.3,2.5
1400,10901,2025-08-28,Normal,32.1,2.8
1401,10902,2025-12-06,Normal,26.7,3.8
1402,10903,2025-11-04,Normal,34.5,2.6
1403,10904,2026-07-29,Normal,42.8,4.1
1404,10906,2026-05-13,Normal,26.7,4.3
1405,10907,2026-06-02,Normal,41.7,2.9
1406,10907,2026-01-31,Normal,38.7,3.9
1407,10908,2026-01-29,High,14.8,4.0
1408,10908,2026-04-25,Urgent,5.5,4.3
1409,10908,2025-04-15,Normal,25.5,3.3
1410,10908,2025-07-07,Normal,54.3,2.8
1411,10908,2026-02-07,Normal,16.6,3.1
1412,10910,2026-01-06,Normal,34.1,3.3
1413,10910,2026-01-17,Low,96.5,3.8
1414,10911,2026-05-19,Normal,34.5,1.2
1415,10912,2026-03-27,Normal,37.1,3.5
1416,10912,2026-03-16,Normal,36.8,4.0
1417,10912,2025-12-05,Normal,23.0,4.4
1418,10913,2025-09-25,Urgent,4.8,4.2
1419,10913,2025-10-15,Urgent,8.6,4.4
1420,10915,2026-08-06,High,12.4,3.7
1421,10915,2026-05-20,High,15.2,4.6
1422,10916,2026-03-13,Normal,33.6,3.9
1423,10916,2026-05-30,Low,96.1,2.3
1424,10917,2025-11-29,Normal,40.4,2.9
1425,10920,2026-07-28,Low,72.9,4.2
1426,10922,2026-04-14,Normal,30.0,4.9
1427,10922,2026-02-15,Normal,25.8,3.4
1428,10922,2026-07-14,Normal,37.9,3.3
1429,10922,2026-05-18,Normal,35.5,4.1
1430,10923,2026-01-01,Low,46.6,3.3
1431,10924,2026-04-28,Low,68.0,3.5
1432,10925,2026-02-19,Normal,23.1,3.6
1433,10925,2025-10-07,High,13.1,4.0
1434,10925,2025-06-19,Low,70.4,3.1
1435,10925,2026-02-07,High,25.9,3.3
1436,10925,2025-10-15,Urgent,3.2,4.6
1437,10925,2025-11-06,Normal,32.1,4.6
1438,10925,2025-08-29,Urgent,10.8,3.5
1439,10925,2026-05-01,Normal,31.9,3.1
1440,10925,2025-08-09,Low,111.9,3.6
1441,10927,2025-11-28,High,28.0,3.5
1442,10928,2026-02-27,Low,67.8,3.3
1443,10930,2026-01-23,Low,129.7,2.8
1444,10931,2026-08-03,Normal,26.6,4.1
1445,10932,2026-04-27,High,20.4,3.4
1446,10933,2026-05-27,High,15.4,4.4
1447,10934,2026-02-10,Normal,26.6,3.6
1448,10935,2026-04-17,High,15.9,3.4
1449,10935,2026-03-16,Normal,18.2,3.7
1450,10937,2026-05-08,Normal,33.1,4.7
1451,10937,2025-11-08,High,21.9,4.7
1452,10937,2026-03-02,Normal,64.0,2.9
1453,10937,2025-10-12,High,13.4,3.7
1454,10938,2026-03-20,Normal,44.2,3.0
1455,10939,2026-03-25,Normal,25.8,3.4
1456,10939,2026-01-14,Low,61.4,3.5
1457,10939,2026-02-10,Normal,31.0,2.1
1458,10940,2026-02-02,High,21.6,3.3
1459,10941,2026-05-11,Normal,41.0,2.9
1460,10941,2026-08-13,Normal,31.8,3.0
1461,10941,2026-05-12,Low,86.1,2.9
1462,10942,2025-10-30,Normal,36.9,3.3
1463,10944,2026-07-27,Urgent,5.1,4.8
1464,10945,2025-04-03,Normal,34.9,4.0
1465,10945,2025-08-27,Normal,34.1,4.2
1466,10945,2025-07-27,Normal,51.7,4.2
1467,10945,2025-06-06,High,12.7,3.9
1468,10946,2025-10-14,Normal,37.8,2.5
1469,10946,2025-10-07,Normal,21.7,4.1
1470,10946,2026-01-30,Normal,28.3,4.5
1471,10948,2026-04-15,Normal,30.7,4.1
1472,10948,2025-04-01,Normal,34.8,2.7
1473,10948,2025-12-18,Normal,63.8,3.1
1474,10948,2026-01-26,High,13.1,5.0
1475,10950,2026-03-15,Normal,31.7,3.8
1476,10951,2026-03-21,Urgent,10.2,2.9
1477,10952,2025-07-15,Normal,32.3,3.4
1478,10952,2026-02-12,Low,56.6,4.3
1479,10952,2025-12-28,Normal,46.7,3.9
1480,10953,2026-05-19,Urgent,6.1,3.9
1481,10953,2026-08-18,High,13.0,3.4
1482,10953,2026-08-11,High,15.1,4.8
1483,10956,2026-04-16,Normal,34.0,3.3
1484,10957,2026-02-25,Low,116.1,4.1
1485,10957,2025-12-27,Normal,38.7,3.7
1486,10958,2026-02-01,Low,131.4,3.0
1487,10958,2026-08-07,Normal,50.1,3.5
1488,10960,2026-02-12,Normal,20.0,4.0
1489,10960,2026-07-11,Normal,35.4,3.9
1490,10960,2026-04-25,Normal,72.1,3.4
1491,10960,2025-09-25,Normal,34.2,3.4
1492,10960,2025-09-18,Normal,40.3,3.2
1493,10961,2026-01-18,High,13.4,5.0
1494,10961,2025-09-12,Normal,30.2,4.0
1495,10961,2025-11-29,Normal,36.1,2.4
1496,10961,2026-02-27,Normal,40.2,3.8
1497,10961,2026-04-15,Normal,39.3,4.3
1498,10961,2025-10-03,High,13.2,4.6
1499,10962,2026-04-28,Urgent,4.4,5.0
1500,10963,2026-05-22,Normal,39.1,3.1
1501,10963,2026-08-20,High,15.8,4.4
1502,10966,2026-05-12,Normal,35.7,3.5
1503,10966,2026-05-10,Normal,41.0,2.4
1504,10967,2026-04-02,Normal,51.6,2.3
1505,10968,2025-09-04,Normal,25.6,3.8
1506,10969,2026-07-08,Normal,38.5,3.5
1507,10970,2025-08-27,Normal,33.9,4.0
1508,10971,2025-10-06,Normal,32.5,3.6
1509,10971,2025-09-10,Urgent,7.0,4.1
1510,10971,2026-04-02,High,8.1,3.9
1511,10971,2025-11-03,Normal,44.5,4.1
1512,10971,2025-08-12,Normal,45.5,3.0
1513,10972,2026-05-09,Normal,36.6,3.7
1514,10972,2026-02-20,Normal,38.1,4.2
1515,10973,2026-06-15,High,16.3,2.5
1516,10973,2026-06-06,Normal,61.8,3.8
1517,10973,2025-12-04,High,16.7,4.2
1518,10973,2025-11-13,High,22.3,3.2
1519,10974,2026-06-29,High,16.3,4.3
1520,10974,2026-04-17,Normal,42.6,2.6
1521,10975,2025-05-12,Normal,22.3,3.4
1522,10975,2025-12-15,Normal,29.7,4.4
1523,10975,2025-11-15,High,10.3,3.5
1524,10976,2025-09-05,High,11.8,3.6
1525,10976,2025-07-06,High,15.3,4.7
1526,10977,2025-03-18,Normal,39.5,2.8
1527,10977,2025-10-21,Normal,22.1,4.1
1528,10979,2025-10-07,Normal,19.4,3.4
1529,10979,2025-08-26,Normal,26.7,4.7
1530,10980,2026-08-08,Normal,45.3,3.4
1531,10980,2026-07-15,High,12.7,5.0
1532,10980,2026-04-17,Normal,67.1,3.1
1533,10981,2026-04-10,Normal,24.1,4.5
1534,10982,2026-05-04,Normal,27.4,3.8
1535,10983,2026-02-13,Normal,20.2,4.0
1536,10983,2025-12-22,Normal,18.3,4.0
1537,10983,2026-05-06,Urgent,7.1,4.7
1538,10983,2026-03-15,High,14.7,5.0
1539,10985,2026-08-21,Normal,29.2,3.9
1540,10985,2026-03-03,Normal,25.9,5.0
1541,10987,2026-03-04,Normal,49.5,3.1
1542,10988,2025-08-28,Normal,43.1,3.2
1543,10989,2025-07-16,Normal,33.5,3.3
1544,10989,2025-10-24,High,14.4,3.7
1545,10989,2025-09-07,Normal,48.9,3.1
1546,10989,2026-05-14,Normal,22.9,3.5
1547,10990,2026-06-21,High,20.4,3.5
1548,10991,2025-07-31,High,18.4,3.2
1549,10991,2025-09-09,Normal,16.4,3.5
1550,10991,2025-12-22,Urgent,7.5,3.8
1551,10992,2026-08-01,Normal,22.3,4.7
1552,10992,2026-01-19,Normal,38.7,4.3
1553,10992,2025-12-10,High,24.9,4.7
1554,10993,2025-08-21,High,16.4,3.9
1555,10993,2025-12-12,Normal,23.5,4.3
1556,10993,2026-05-01,Normal,39.0,3.8
1557,10993,2025-11-15,Low,62.9,4.8
1558,10994,2026-03-09,Normal,30.8,4.6
1559,10995,2026-05-03,Normal,78.2,3.7
1560,10995,2026-08-24,Normal,34.8,4.0
1561,10996,2026-02-04,Normal,39.3,3.5
1562,10997,2026-01-31,Normal,43.0,2.9
1563,10998,2026-02-06,Normal,41.4,3.7
1564,10998,2026-07-29,Normal,36.7,3.8
1565,10998,2026-02-02,Normal,22.4,3.8
1566,11000,2026-02-05,Normal,35.7,2.6
1567,11001,2026-07-23,High,16.7,3.6
1568,11001,2026-08-26,Normal,29.7,5.0
1569,11002,2026-06-22,Normal,44.4,2.9
1570,11005,2025-10-24,Normal,23.4,4.4
1571,11005,2025-04-15,Urgent,4.9,3.2
1572,11005,2025-08-21,Normal,23.8,3.5
1573,11005,2025-11-14,Low,72.9,2.5
1574,11005,2025-10-04,Low,45.2,3.8
1575,11007,2026-06-19,Normal,36.7,3.5
1576,11008,2026-07-04,High,16.7,3.6
1577,11008,2026-06-16,Normal,28.6,2.6
1578,11010,2026-05-28,Normal,33.2,3.7
1579,11010,2025-12-24,Normal,50.2,4.0
1580,11011,2026-04-18,Normal,40.5,2.5
1581,11011,2025-09-26,Normal,46.7,3.2
1582,11011,2026-06-22,High,16.5,5.0
1583,11011,2026-07-22,Low,47.6,2.7
1584,11012,2026-05-19,High,7.2,4.6
1585,11012,2026-07-05,Normal,34.5,4.8
1586,11013,2026-02-21,High,17.0,3.8
1587,11014,2025-11-17,High,16.9,4.4
1588,11015,2026-03-24,Normal,56.2,2.5
1589,11015,2026-04-25,Normal,29.6,3.8
1590,11018,2026-04-16,Normal,30.5,2.2
1591,11018,2026-06-06,Urgent,4.7,3.5
1592,11019,2025-10-24,Normal,45.9,2.7
1593,11019,2025-10-15,Normal,31.1,3.6
1594,11019,2025-10-05,Normal,35.2,4.1
1595,11019,2025-10-24,Low,65.3,3.1
1596,11019,2025-03-13,Low,39.6,3.1
1597,11020,2025-08-31,Normal,61.2,4.2
1598,11021,2025-05-15,Normal,31.6,4.5
1599,11023,2026-08-26,High,18.2,4.9
1600,11023,2026-07-08,Low,89.3,4.3
1601,11024,2026-06-06,Normal,30.1,3.6
1602,11025,2026-07-25,Urgent,7.0,4.2
1603,11025,2026-06-01,High,15.7,4.5
1604,11025,2026-07-30,High,19.7,4.5
1605,11026,2026-03-10,High,17.7,4.2
1606,11026,2025-03-01,Low,55.9,3.3
1607,11026,2025-10-11,Normal,37.5,3.4
1608,11026,2025-11-03,Low,68.1,3.5
1609,11026,2025-12-30,Normal,39.5,3.1
1610,11027,2025-07-22,Normal,35.9,2.6
1611,11027,2025-08-24,High,8.6,3.1
1612,11027,2025-05-01,Normal,28.0,3.5
1613,11027,2025-10-09,Normal,41.1,3.1
1614,11028,2025-08-13,Normal,18.5,4.3
1615,11029,2025-12-21,Normal,36.0,3.3
1616,11031,2026-05-19,Normal,28.7,5.0
1617,11031,2025-12-07,High,24.8,4.7
1618,11031,2026-08-02,High,15.3,4.7
1619,11032,2025-07-26,High,26.0,4.2
1620,11032,2025-05-06,Low,66.4,2.3
1621,11035,2025-03-06,Normal,23.0,4.1
1622,11038,2026-01-18,High,9.8,3.3
1623,11038,2025-12-16,Normal,26.7,3.6
1624,11038,2025-11-29,Normal,24.4,4.5
1625,11039,2026-08-05,Normal,51.8,3.3
1626,11039,2026-08-06,High,18.4,2.7
1627,11041,2026-08-22,High,9.5,4.3
1628,11041,2026-03-25,High,13.6,5.0
1629,11043,2026-07-30,High,7.8,3.0
1630,11047,2026-07-13,Normal,14.0,2.7
1631,11048,2025-12-31,Normal,48.1,3.8
1632,11048,2026-05-11,Normal,26.3,4.0
1633,11048,2026-08-22,Normal,31.1,3.6
1634,11048,2026-02-09,Normal,19.0,4.0
1635,11049,2026-06-09,Normal,55.5,4.1
1636,11049,2026-03-19,Urgent,6.4,3.3
1637,11051,2026-07-28,Normal,31.7,4.6
1638,11051,2025-12-25,Normal,74.7,4.0
1639,11055,2025-05-03,High,20.1,3.8
1640,11055,2025-12-06,Low,46.9,3.8
1641,11055,2025-11-15,Low,67.4,2.1
1642,11055,2025-06-21,Normal,43.9,3.4
1643,11058,2026-04-27,Normal,30.4,3.6
1644,11058,2026-06-11,Normal,27.3,4.3
1645,11059,2026-07-19,Normal,37.3,3.5
1646,11059,2025-11-11,Low,85.9,3.4
1647,11059,2026-03-05,Normal,64.2,3.5
1648,11059,2026-08-07,High,12.6,5.0
1649,11059,2026-04-16,Low,72.7,3.1
1650,11061,2026-06-12,Normal,38.4,1.9
1651,11062,2026-06-10,Normal,33.8,4.2
1652,11062,2026-03-18,High,17.6,4.3
1653,11062,2026-04-18,Low,61.5,3.8
1654,11063,2026-04-15,Normal,31.2,3.3
1655,11064,2026-06-24,Normal,46.3,4.1
1656,11065,2026-08-06,Normal,28.2,4.4
1657,11069,2025-11-10,High,8.9,4.7
1658,11069,2026-02-28,Low,80.1,4.0
1659,11069,2026-02-22,Normal,32.8,4.0
1660,11069,2025-08-18,Normal,31.3,2.6
1661,11069,2026-05-06,Normal,59.0,3.8
1662,11070,2025-05-31,High,12.8,2.6
1663,11070,2025-08-26,Normal,54.7,2.4
1664,11070,2026-02-26,Low,49.0,3.4
1665,11070,2025-08-02,Normal,49.7,2.9
1666,11070,2026-01-14,Normal,23.4,5.0
1667,11070,2025-06-01,Low,68.3,3.9
1668,11070,2026-02-07,Normal,48.2,3.2
1669,11072,2025-08-14,Normal,38.4,3.3
1670,11072,2025-12-21,High,17.0,3.9
1671,11074,2026-03-09,Normal,41.5,2.4
1672,11074,2026-01-11,Normal,48.3,3.5
1673,11075,2026-03-22,Normal,37.4,3.6
1674,11075,2026-01-02,Low,50.0,4.0
1675,11075,2026-02-12,High,9.8,4.1
1676,11076,2026-03-06,Normal,29.5,3.1
1677,11078,2026-06-02,Urgent,6.3,4.3
1678,11079,2026-03-02,Low,65.2,3.0
1679,11079,2026-08-07,Normal,52.9,2.7
1680,11080,2026-07-10,High,19.3,3.4
1681,11081,2026-08-09,Urgent,4.9,4.1
1682,11084,2026-02-20,Normal,34.4,2.7
1683,11085,2025-06-10,Normal,32.9,3.4
1684,11085,2025-07-10,Normal,57.0,3.6
1685,11085,2025-06-05,Normal,33.1,3.9
1686,11088,2026-08-20,Normal,45.7,3.5
1687,11089,2026-01-27,Normal,47.0,4.1
1688,11089,2026-05-22,Normal,37.0,3.7
1689,11089,2026-07-12,High,15.4,4.7
1690,11091,2026-06-26,Normal,19.0,5.0
1691,11091,2026-02-09,High,14.0,4.2
1692,11091,2025-12-13,Normal,42.6,2.3
1693,11092,2026-05-20,Normal,43.5,3.3
1694,11093,2026-08-24,Normal,32.3,3.4
1695,11093,2026-05-27,Normal,30.9,3.3
1696,11094,2025-09-03,Normal,35.9,4.6
1697,11095,2026-08-10,Normal,24.0,3.2
1698,11095,2026-05-18,High,19.3,4.3
1699,11095,2025-11-07,Normal,34.0,3.3
1700,11096,2026-01-14,Normal,32.0,4.0
1701,11098,2026-06-13,High,9.3,3.2
1702,11099,2025-05-17,High,15.1,4.6
1703,11100,2026-07-02,Urgent,4.9,4.3
1704,11100,2025-09-27,Low,86.1,3.2
1705,11100,2026-05-27,High,18.5,5.0
1706,11100,2025-11-02,Normal,20.7,4.3
1707,11101,2026-08-13,Normal,32.2,3.9
1708,11101,2026-02-02,High,21.3,4.2
1709,11102,2025-12-21,High,11.9,5.0
1710,11102,2026-03-05,Urgent,8.8,4.5
1711,11102,2026-03-29,Normal,43.5,2.9
1712,11104,2026-04-04,Normal,55.2,4.1
1713,11104,2026-01-24,Urgent,8.4,4.3
1714,11104,2026-01-06,Low,197.3,3.5
1715,11104,2025-12-29,Normal,65.3,3.6
1716,11104,2025-07-14,Normal,38.5,2.6
1717,11104,2025-11-28,Normal,33.5,3.6
1718,11105,2025-12-08,Normal,22.1,3.8
1719,11105,2025-07-05,Urgent,9.7,4.0
1720,11105,2025-08-08,Normal,52.8,3.7
1721,11107,2026-02-28,High,20.2,3.9
1722,11107,2026-05-02,Normal,32.6,4.1
1723,11107,2026-06-26,High,10.1,3.4
1724,11107,2026-07-12,Normal,72.0,3.2
1725,11108,2026-08-24,Normal,34.0,3.7
1726,11110,2025-10-08,Normal,36.4,3.8
1727,11110,2025-07-23,Low,77.7,3.5
1728,11110,2025-07-31,Low,56.6,3.8
1729,11110,2026-02-22,Normal,37.1,3.4
1730,11110,2025-12-29,High,29.8,4.8
1731,11111,2026-06-27,Low,55.7,3.4
1732,11112,2025-11-04,Low,51.4,4.0
1733,11112,2026-02-18,Low,105.6,4.4
1734,11113,2025-09-05,High,25.0,4.2
1735,11113,2026-05-29,High,16.3,3.5
1736,11114,2026-01-17,High,12.6,4.0
1737,11115,2025-10-20,Normal,37.8,3.1
1738,11116,2025-11-10,Low,60.0,2.9
1739,11116,2025-11-26,Urgent,5.0,4.3
1740,11118,2026-01-26,Low,46.6,4.4
1741,11120,2026-03-12,High,8.3,2.9
1742,11121,2025-05-21,Urgent,8.4,3.6
1743,11121,2025-01-22,Low,45.0,3.6
1744,11121,2026-01-20,Normal,30.8,3.9
1745,11121,2025-02-06,Low,53.2,4.1
1746,11121,2025-06-29,Normal,46.1,4.3
1747,11122,2025-06-23,Urgent,4.3,3.7
1748,11122,2025-05-05,Normal,38.4,4.8
1749,11122,2025-06-01,Normal,30.4,2.9
1750,11122,2026-03-03,Normal,44.0,4.4
1751,11122,2026-01-12,Normal,16.4,4.4
1752,11123,2025-06-12,High,6.5,5.0
1753,11124,2025-11-25,Normal,30.6,4.2
1754,11124,2026-06-15,High,15.3,3.6
