origin,dest,quarter,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,load_factor,avg_fare,revenue,op_cost,casm_cents
DEN,SLC,1,Denver,Salt Lake City,hub,spoke,390.3,77,11550,8684,0.752,69.55,603972.2,397582.22,8.82
SLC,DEN,1,Salt Lake City,Denver,spoke,hub,390.3,81,15309,10242,0.669,64.85401696739044,664234.84,513756.63,8.6
DEN,SLC,2,Denver,Salt Lake City,hub,spoke,390.3,65,10400,8012,0.77,64.85401696739044,519610.38,314107.02,7.74
SLC,DEN,2,Salt Lake City,Denver,spoke,hub,390.3,81,12150,11011,0.906,66.03,727056.33,461010.31,9.72
DEN,SLC,3,Denver,Salt Lake City,hub,spoke,390.3,79,12640,10821,0.856,75.35,815362.35,482441.22,9.78
SLC,DEN,3,Salt Lake City,Denver,spoke,hub,390.3,75,14175,11734,0.828,64.85401696739044,760997.04,493860.48,8.93
DEN,SLC,4,Denver,Salt Lake City,hub,spoke,390.3,89,13350,11006,0.824,66.95,736851.7,547457.29,10.51
SLC,DEN,4,Salt Lake City,Denver,spoke,hub,390.3,75,14175,12105,0.854,80.31,972152.55,549626.87,9.94
DEN,STL,1,Denver,St. Louis,hub,spoke,767.5,81,12150,8207,0.676,131.51,1079302.57,780504.27,8.37
STL,DEN,1,St. Louis,Denver,spoke,hub,767.5,85,6460,4208,0.651,98.94,416339.52,525996.8,10.61
DEN,STL,2,Denver,St. Louis,hub,spoke,767.5,78,12480,10434,0.836,142.76,1489557.84,627348.13,6.55
STL,DEN,2,St. Louis,Denver,spoke,hub,767.5,77,11550,8269,0.716,132.8,1098123.2,727774.68,8.21
DEN,STL,3,Denver,St. Louis,hub,spoke,767.5,96,15360,12735,0.829,96.61,1230328.35,894582.14,7.59
STL,DEN,3,St. Louis,Denver,spoke,hub,767.5,82,6232,5119,0.821,133.8,684922.2,480518.91,10.05
DEN,STL,4,Denver,St. Louis,hub,spoke,767.5,114,21546,14772,0.686,148.95,2200289.4,1190752.68,7.2
STL,DEN,4,St. Louis,Denver,spoke,hub,767.5,65,9750,7511,0.77,127.44,957201.84,540893.13,7.23
DEN,MCI,1,Denver,Kansas City,hub,spoke,531.5,93,14880,8723,0.586,85.45,745380.35,717096.46,9.07
MCI,DEN,1,Kansas City,Denver,spoke,hub,531.5,88,6688,4379,0.655,102.1,447095.9,456423.07,12.84
DEN,MCI,2,Denver,Kansas City,hub,spoke,531.5,67,12663,9747,0.77,78.57,765821.79,655501.22,9.74
MCI,DEN,2,Kansas City,Denver,spoke,hub,531.5,93,7068,5136,0.727,107.13,550219.68,416283.49,11.08
DEN,MCI,3,Denver,Kansas City,hub,spoke,531.5,84,13440,13036,0.97,91.27,1189795.72,536605.83,7.51
MCI,DEN,3,Kansas City,Denver,spoke,hub,531.5,67,5092,4939,0.97,66.97302330411523,330779.76,305270.06,11.28
DEN,MCI,4,Denver,Kansas City,hub,spoke,531.5,81,12960,9068,0.7,74.1,671938.8,542207.59,7.87
MCI,DEN,4,Kansas City,Denver,spoke,hub,531.5,86,13760,11361,0.826,99.75,1133259.75,626743.68,8.57
DEN,OMA,1,Denver,Omaha,hub,spoke,471.1,82,15498,11660,0.752,73.16,853045.6,794182.03,10.88
OMA,DEN,1,Omaha,Denver,spoke,hub,471.1,85,6460,4742,0.734,66.06713699541959,313290.36,352618.14,11.59
DEN,OMA,2,Denver,Omaha,hub,spoke,471.1,89,13350,11187,0.838,87.36,977296.32,574609.36,9.14
OMA,DEN,2,Omaha,Denver,spoke,hub,471.1,91,14560,10057,0.691,79.09,795408.13,705129.07,10.28
DEN,OMA,3,Denver,Omaha,hub,spoke,471.1,91,14560,13070,0.898,88.35,1154734.5,486093.76,7.09
OMA,DEN,3,Omaha,Denver,spoke,hub,471.1,105,7980,7656,0.959,74.77,572439.12,419553.2,11.16
DEN,OMA,4,Denver,Omaha,hub,spoke,471.1,71,13419,8280,0.617,66.06713699541959,547035.89,514174.99,8.13
OMA,DEN,4,Omaha,Denver,spoke,hub,471.1,99,14850,10816,0.728,93.95,1016163.2,629948.5,9.0
DEN,BOI,1,Denver,Boise,hub,spoke,647.6,71,11360,8286,0.729,85.29,706712.94,552296.6,7.51
BOI,DEN,1,Boise,Denver,spoke,hub,647.6,79,12640,11071,0.876,115.94,1283571.74,724278.83,8.85
DEN,BOI,2,Denver,Boise,hub,spoke,647.6,85,13600,10266,0.755,101.6,1043025.6,665176.03,7.55
BOI,DEN,2,Boise,Denver,spoke,hub,647.6,71,11360,9547,0.84,132.12,1261349.64,575041.2,7.82
DEN,BOI,3,Denver,Boise,hub,spoke,647.6,77,5852,5676,0.97,101.69,577192.44,389087.94,10.27
BOI,DEN,3,Boise,Denver,spoke,hub,647.6,84,15876,14280,0.9,121.6,1736448.0,803738.24,7.82
DEN,BOI,4,Denver,Boise,hub,spoke,647.6,79,12640,9085,0.719,101.24,919765.4,646382.53,7.9
BOI,DEN,4,Boise,Denver,spoke,hub,647.6,95,14250,11454,0.804,119.82,1372418.28,821476.77,8.9
DEN,TUL,1,Denver,Tulsa,hub,spoke,540.3,81,12960,10587,0.817,74.37,787355.19,655853.78,9.37
TUL,DEN,1,Tulsa,Denver,spoke,hub,540.3,72,11520,8411,0.73,108.16,909733.76,477081.34,7.67
DEN,TUL,2,Denver,Tulsa,hub,spoke,540.3,71,10650,7834,0.736,79.49,622724.66,503320.14,8.75
TUL,DEN,2,Tulsa,Denver,spoke,hub,540.3,84,15876,12724,0.802,83.43,1061563.32,855085.24,9.97
DEN,TUL,3,Denver,Tulsa,hub,spoke,540.3,112,8512,8256,0.97,113.3,935404.8,479526.18,10.43
TUL,DEN,3,Tulsa,Denver,spoke,hub,540.3,64,4864,4498,0.925,70.19,315714.62,253732.7,9.66
DEN,TUL,4,Denver,Tulsa,hub,spoke,540.3,64,10240,6337,0.619,84.52,535603.24,361151.94,6.53
TUL,DEN,4,Tulsa,Denver,spoke,hub,540.3,72,13608,12301,0.904,88.16,1084456.16,538098.49,7.32
DEN,GEG,1,Denver,Spokane,hub,spoke,834.5,72,11520,8117,0.705,115.06,933942.02,668153.87,6.95
GEG,DEN,1,Spokane,Denver,spoke,hub,834.5,75,14175,9693,0.684,101.63,985099.59,888571.96,7.51
DEN,GEG,2,Denver,Spokane,hub,spoke,834.5,78,11700,8860,0.757,141.61,1254664.6,759691.68,7.78
GEG,DEN,2,Spokane,Denver,spoke,hub,834.5,61,4636,4183,0.902,89.51,374420.33,290615.72,7.51
DEN,GEG,3,Denver,Spokane,hub,spoke,834.5,70,13230,12833,0.97,135.51,1738999.83,639136.11,5.79
GEG,DEN,3,Spokane,Denver,spoke,hub,834.5,79,12640,11508,0.91,114.35,1315939.8,909579.68,8.62
DEN,GEG,4,Denver,Spokane,hub,spoke,834.5,93,13950,10048,0.72,141.42,1420988.16,930578.58,7.99
GEG,DEN,4,Spokane,Denver,spoke,hub,834.5,86,6536,4851,0.742,98.71,478842.21,643892.48,11.81
DEN,FAR,1,Denver,Fargo,hub,spoke,626.5,92,14720,10564,0.718,85.35,901637.4,811903.68,8.8
FAR,DEN,1,Fargo,Denver,spoke,hub,626.5,81,15309,11274,0.736,111.64,1258629.36,847978.52,8.84
DEN,FAR,2,Denver,Fargo,hub,spoke,626.5,86,12900,11673,0.905,84.5,986368.5,692115.96,8.56
FAR,DEN,2,Fargo,Denver,spoke,hub,626.5,86,13760,11086,0.806,76.52,848300.72,647911.46,7.52
DEN,FAR,3,Denver,Fargo,hub,spoke,626.5,89,16821,14862,0.884,101.52,1508790.24,1008334.12,9.57
FAR,DEN,3,Fargo,Denver,spoke,hub,626.5,77,5852,5564,0.951,89.08,495641.12,358874.76,9.79
DEN,FAR,4,Denver,Fargo,hub,spoke,626.5,75,12000,9408,0.784,76.62,720840.96,645859.87,8.59
FAR,DEN,4,Fargo,Denver,spoke,hub,626.5,77,12320,8706,0.707,100.48,874778.88,681889.15,8.83
DEN,BIL,1,Denver,Billings,hub,spoke,455.3,84,12600,9390,0.745,92.68,870265.2,490535.14,8.55
BIL,DEN,1,Billings,Denver,spoke,hub,455.3,75,12000,8436,0.703,85.3,719590.8,500564.68,9.16
DEN,BIL,2,Denver,Billings,hub,spoke,455.3,110,16500,13688,0.83,70.93,970889.84,654879.41,8.72
BIL,DEN,2,Billings,Denver,spoke,hub,455.3,78,14742,12716,0.863,73.77,938059.32,630106.86,9.39
DEN,BIL,3,Denver,Billings,hub,spoke,455.3,106,15900,13420,0.844,97.21,1304558.2,587623.16,8.12
BIL,DEN,3,Billings,Denver,spoke,hub,455.3,78,14742,14299,0.97,67.65,967327.35,632222.62,9.42
DEN,BIL,4,Denver,Billings,hub,spoke,455.3,98,15680,12709,0.811,90.67,1152325.03,670344.85,9.39
BIL,DEN,4,Billings,Denver,spoke,hub,455.3,71,11360,9967,0.877,67.99,677656.33,446697.39,8.64
ATL,LAX,1,Atlanta,Los Angeles,hub,spoke,1942.3,72,11520,9313,0.809,221.91,2066647.83,1378861.99,6.16
LAX,ATL,1,Los Angeles,Atlanta,spoke,hub,1942.3,91,17199,13891,0.808,271.31,3768767.21,1935760.25,5.79
ATL,LAX,2,Atlanta,Los Angeles,hub,spoke,1942.3,81,6156,5088,0.827,237.45,1208145.6,798666.01,6.68
LAX,ATL,2,Los Angeles,Atlanta,spoke,hub,1942.3,77,11550,9631,0.834,226.71,2183444.01,1180992.72,5.26
ATL,LAX,3,Atlanta,Los Angeles,hub,spoke,1942.3,82,13120,9496,0.724,199.91,1898345.36,1548225.97,6.08
LAX,ATL,3,Los Angeles,Atlanta,spoke,hub,1942.3,86,12900,11129,0.863,254.72,2834778.88,1635781.86,6.53
ATL,LAX,4,Atlanta,Los Angeles,hub,spoke,1942.3,75,12000,7228,0.602,251.18,1815529.04,1389186.69,5.96
LAX,ATL,4,Los Angeles,Atlanta,spoke,hub,1942.3,102,7752,5852,0.755,189.12,1106730.24,1200123.14,7.97
ATL,JFK,1,Atlanta,New York JFK,hub,spoke,759.3,81,12960,9488,0.732,85.69,813026.72,861852.39,8.76
JFK,ATL,1,New York JFK,Atlanta,spoke,hub,759.3,68,12852,10412,0.81,101.87,1060670.44,624313.1,6.4
ATL,JFK,2,Atlanta,New York JFK,hub,spoke,759.3,92,14720,14180,0.963,113.35,1607303.0,757257.78,6.78
JFK,ATL,2,New York JFK,Atlanta,spoke,hub,759.3,95,17955,13240,0.737,90.88,1203251.2,1101548.28,8.08
ATL,JFK,3,Atlanta,New York JFK,hub,spoke,759.3,84,6384,5151,0.807,90.84,467916.84,441019.09,9.1
JFK,ATL,3,New York JFK,Atlanta,spoke,hub,759.3,93,14880,13937,0.937,134.98,1881216.26,844051.33,7.47
ATL,JFK,4,Atlanta,New York JFK,hub,spoke,759.3,100,18900,14460,0.765,97.91,1415778.6,1028576.41,7.17
JFK,ATL,4,New York JFK,Atlanta,spoke,hub,759.3,79,11850,8460,0.714,120.2,1016892.0,575664.82,6.4
ATL,MIA,1,Atlanta,Miami,hub,spoke,596.4,88,14080,13395,0.951,86.11,1153443.45,665596.82,7.93
MIA,ATL,1,Miami,Atlanta,spoke,hub,596.4,77,14553,12316,0.846,89.34,1100311.44,644391.57,7.42
ATL,MIA,2,Atlanta,Miami,hub,spoke,596.4,93,14880,11613,0.78,86.66,1006382.58,754633.31,8.5
MIA,ATL,2,Miami,Atlanta,spoke,hub,596.4,95,14250,11952,0.839,70.28,839986.56,680274.29,8.0
ATL,MIA,3,Atlanta,Miami,hub,spoke,596.4,79,11850,10332,0.872,77.67,802486.44,648107.89,9.17
MIA,ATL,3,Miami,Atlanta,spoke,hub,596.4,91,17199,14230,0.827,72.83,1036370.9,888481.09,8.66
ATL,MIA,4,Atlanta,Miami,hub,spoke,596.4,78,12480,8434,0.676,77.65,654900.1,588167.41,7.9
MIA,ATL,4,Miami,Atlanta,spoke,hub,596.4,102,15300,11195,0.732,86.37,966912.15,868449.59,9.52
ATL,PHX,1,Atlanta,Phoenix,hub,spoke,1583.7,85,12750,12337,0.968,196.91,2429278.67,1424856.88,7.06
PHX,ATL,1,Phoenix,Atlanta,spoke,hub,1583.7,78,12480,12025,0.964,196.74,2365798.5,1225864.83,6.2
ATL,PHX,2,Atlanta,Phoenix,hub,spoke,1583.7,81,15309,11839,0.773,167.44,1982322.16,1625448.69,6.7
PHX,ATL,2,Phoenix,Atlanta,spoke,hub,1583.7,85,16065,11232,0.699,148.16,1664133.12,1749017.81,6.87
ATL,PHX,3,Atlanta,Phoenix,hub,spoke,1583.7,81,12150,10931,0.9,197.03,2153734.93,1134531.59,5.9
PHX,ATL,3,Phoenix,Atlanta,spoke,hub,1583.7,88,14080,10153,0.721,211.36,2145938.08,1301867.39,5.84
ATL,PHX,4,Atlanta,Phoenix,hub,spoke,1583.7,110,16500,12424,0.753,206.91,2570649.84,1500866.35,5.74
PHX,ATL,4,Phoenix,Atlanta,spoke,hub,1583.7,82,12300,10245,0.833,204.52,2095307.4,1248465.38,6.41
ATL,IAH,1,Atlanta,Houston,hub,spoke,688.2,91,17199,14275,0.83,84.4,1204810.0,895646.08,7.57
IAH,ATL,1,Houston,Atlanta,spoke,hub,688.2,100,15000,11209,0.747,117.2,1313694.8,648078.97,6.28
ATL,IAH,2,Atlanta,Houston,hub,spoke,688.2,98,15680,13689,0.873,101.97,1395867.33,767850.04,7.12
IAH,ATL,2,Houston,Atlanta,spoke,hub,688.2,91,14560,10971,0.754,95.45,1047181.95,781782.98,7.8
ATL,IAH,3,Atlanta,Houston,hub,spoke,688.2,89,16821,15763,0.937,109.73,1729673.99,784245.84,6.77
IAH,ATL,3,Houston,Atlanta,spoke,hub,688.2,68,10880,10553,0.97,119.21,1258023.13,538413.17,7.19
ATL,IAH,4,Atlanta,Houston,hub,spoke,688.2,92,13800,10912,0.791,128.29,1399900.48,740311.93,7.79
IAH,ATL,4,Houston,Atlanta,spoke,hub,688.2,85,13600,11252,0.827,108.4,1219716.8,694747.15,7.42
ATL,BOS,1,Atlanta,Boston,hub,spoke,945.0,85,16065,11021,0.686,138.48,1526188.08,1223847.76,8.06
BOS,ATL,1,Boston,Atlanta,spoke,hub,945.0,78,5928,4969,0.838,134.51,668380.19,520682.04,9.29
ATL,BOS,2,Atlanta,Boston,hub,spoke,945.0,88,13200,11059,0.838,119.62,1322877.58,852057.03,6.83
BOS,ATL,2,Boston,Atlanta,spoke,hub,945.0,84,6384,4604,0.721,136.43,628123.72,533348.5,8.84
ATL,BOS,3,Atlanta,Boston,hub,spoke,945.0,81,12150,11785,0.97,173.56,2045404.6,745551.87,6.49
BOS,ATL,3,Boston,Atlanta,spoke,hub,945.0,68,5168,5012,0.97,152.47,764179.64,397887.97,8.15
ATL,BOS,4,Atlanta,Boston,hub,spoke,945.0,92,13800,7747,0.561,148.34,1149189.98,1029621.12,7.9
BOS,ATL,4,Boston,Atlanta,spoke,hub,945.0,75,14175,11891,0.839,181.33,2156195.03,1011258.57,7.55
ATL,SFO,1,Atlanta,San Francisco,hub,spoke,2134.4,86,13760,10086,0.733,244.26,2463606.36,1755119.02,5.98
SFO,ATL,1,San Francisco,Atlanta,spoke,hub,2134.4,100,7600,4929,0.649,232.56,1146288.24,1235284.18,7.62
ATL,SFO,2,Atlanta,San Francisco,hub,spoke,2134.4,72,10800,9550,0.884,262.37,2505633.5,1327368.36,5.76
SFO,ATL,2,San Francisco,Atlanta,spoke,hub,2134.4,82,15498,11916,0.769,245.86,2929667.76,1801448.38,5.45
ATL,SFO,3,Atlanta,San Francisco,hub,spoke,2134.4,82,15498,11532,0.744,249.44,2876542.08,1885457.56,5.7
SFO,ATL,3,San Francisco,Atlanta,spoke,hub,2134.4,95,17955,14703,0.819,297.51,4374289.53,2268963.11,5.92
ATL,SFO,4,Atlanta,San Francisco,hub,spoke,2134.4,74,11840,8324,0.703,243.0,2022732.0,1339443.87,5.3
SFO,ATL,4,San Francisco,Atlanta,spoke,hub,2134.4,79,11850,9104,0.768,266.42,2425487.68,1367079.12,5.41
ATL,LAS,1,Atlanta,Las Vegas,hub,spoke,1742.6,82,12300,9167,0.745,209.18,1917553.06,1168373.73,5.45
LAS,ATL,1,Las Vegas,Atlanta,spoke,hub,1742.6,79,6004,5789,0.964,222.74,1289441.86,741586.29,7.09
ATL,LAS,2,Atlanta,Las Vegas,hub,spoke,1742.6,91,14560,13055,0.897,207.9,2714134.5,1580623.29,6.23
LAS,ATL,2,Las Vegas,Atlanta,spoke,hub,1742.6,81,15309,12354,0.807,262.9,3247866.6,1684902.25,6.32
ATL,LAS,3,Atlanta,Las Vegas,hub,spoke,1742.6,79,12640,7824,0.619,193.67,1515274.08,1089096.45,4.94
LAS,ATL,3,Las Vegas,Atlanta,spoke,hub,1742.6,98,18522,14547,0.785,217.55,3164699.85,2068175.79,6.41
ATL,LAS,4,Atlanta,Las Vegas,hub,spoke,1742.6,98,14700,9120,0.62,199.9,1823088.0,1552881.35,6.06
LAS,ATL,4,Las Vegas,Atlanta,spoke,hub,1742.6,74,11100,8288,0.747,228.72,1895631.36,1221167.8,6.31
ATL,MSP,1,Atlanta,Minneapolis,hub,spoke,906.6,67,10050,6987,0.695,120.95,845077.65,594155.94,6.52
MSP,ATL,1,Minneapolis,Atlanta,spoke,hub,906.6,99,15840,8682,0.548,127.55,1107389.1,912263.64,6.35
ATL,MSP,2,Atlanta,Minneapolis,hub,spoke,906.6,77,5852,4949,0.846,105.4,521624.6,470220.13,8.86
MSP,ATL,2,Minneapolis,Atlanta,spoke,hub,906.6,86,12900,10829,0.84,76.49,828310.21,776665.75,6.64
ATL,MSP,3,Atlanta,Minneapolis,hub,spoke,906.6,78,14742,12832,0.87,124.04,1591681.28,956546.65,7.16
MSP,ATL,3,Minneapolis,Atlanta,spoke,hub,906.6,89,16821,15977,0.95,84.8,1354849.6,1209885.32,7.93
ATL,MSP,4,Atlanta,Minneapolis,hub,spoke,906.6,86,13760,12059,0.876,143.33,1728416.47,1025873.29,8.22
MSP,ATL,4,Minneapolis,Atlanta,spoke,hub,906.6,71,10650,9547,0.897,132.16,1261731.52,707564.76,7.33
ATL,DTW,1,Atlanta,Detroit,hub,spoke,595.0,95,14250,11175,0.784,72.63,811640.25,522264.25,6.16
DTW,ATL,1,Detroit,Atlanta,spoke,hub,595.0,98,15680,11553,0.737,100.47,1160729.91,872766.31,9.35
ATL,DTW,2,Atlanta,Detroit,hub,spoke,595.0,81,12150,8857,0.729,76.56,678091.92,499560.22,6.91
DTW,ATL,2,Detroit,Atlanta,spoke,hub,595.0,85,12750,10065,0.789,78.61,791209.65,569460.52,7.51
ATL,DTW,3,Atlanta,Detroit,hub,spoke,595.0,72,13608,12392,0.911,67.92559286707873,841733.95,689617.54,8.52
DTW,ATL,3,Detroit,Atlanta,spoke,hub,595.0,75,12000,10179,0.848,92.75,944102.25,602649.48,8.44
ATL,DTW,4,Atlanta,Detroit,hub,spoke,595.0,74,5624,4676,0.831,98.61,461100.36,341075.25,10.19
DTW,ATL,4,Detroit,Atlanta,spoke,hub,595.0,109,16350,14365,0.879,68.38,982278.7,816843.36,8.4
ATL,PDX,1,Atlanta,Portland,hub,spoke,2168.0,74,11840,7849,0.663,228.39,1792633.11,1522659.7,5.93
PDX,ATL,1,Portland,Atlanta,spoke,hub,2168.0,75,11250,8135,0.723,200.6,1631881.0,1458036.98,5.98
ATL,PDX,2,Atlanta,Portland,hub,spoke,2168.0,89,6764,5955,0.88,192.94,1148957.7,1184008.08,8.07
PDX,ATL,2,Portland,Atlanta,spoke,hub,2168.0,77,11550,10810,0.936,245.96,2658827.6,1299130.0,5.19
ATL,PDX,3,Atlanta,Portland,hub,spoke,2168.0,71,11360,10659,0.938,237.89,2535669.51,1532697.72,6.22
PDX,ATL,3,Portland,Atlanta,spoke,hub,2168.0,99,15840,13619,0.86,255.71,3482514.49,1706050.67,4.97
ATL,PDX,4,Atlanta,Portland,hub,spoke,2168.0,84,12600,9324,0.74,218.25,2034963.0,1494539.09,5.47
PDX,ATL,4,Portland,Atlanta,spoke,hub,2168.0,93,14880,12024,0.808,229.61,2760830.64,2063111.28,6.4
ATL,SLC,1,Atlanta,Salt Lake City,hub,spoke,1586.7,85,13600,11846,0.871,191.91,2273365.86,1409363.41,6.53
SLC,ATL,1,Salt Lake City,Atlanta,spoke,hub,1586.7,70,11200,6151,0.549,254.43,1564998.93,1043781.89,5.87
ATL,SLC,2,Atlanta,Salt Lake City,hub,spoke,1586.7,88,6688,5444,0.814,185.78,1011386.32,899261.13,8.47
SLC,ATL,2,Salt Lake City,Atlanta,spoke,hub,1586.7,86,13760,11365,0.826,191.26,2173669.9,1211221.53,5.55
ATL,SLC,3,Atlanta,Salt Lake City,hub,spoke,1586.7,103,16480,13699,0.831,222.73,3051178.27,1844806.78,7.06
SLC,ATL,3,Salt Lake City,Atlanta,spoke,hub,1586.7,70,13230,12019,0.908,221.13,2657761.47,1279062.36,6.09
ATL,SLC,4,Atlanta,Salt Lake City,hub,spoke,1586.7,82,12300,10488,0.853,219.67,2303898.96,1079194.05,5.53
SLC,ATL,4,Salt Lake City,Atlanta,spoke,hub,1586.7,84,15876,12010,0.756,150.95,1812909.5,1435830.83,5.7
ATL,STL,1,Atlanta,St. Louis,hub,spoke,483.9,75,5700,4492,0.788,76.55,343862.6,337654.26,12.24
STL,ATL,1,St. Louis,Atlanta,spoke,hub,483.9,99,14850,10934,0.736,70.13,766801.42,671276.64,9.34
ATL,STL,2,Atlanta,St. Louis,hub,spoke,483.9,98,15680,12202,0.778,84.09,1026066.18,702915.5,9.26
STL,ATL,2,St. Louis,Atlanta,spoke,hub,483.9,67,10720,8151,0.76,81.0,660231.0,468387.78,9.03
ATL,STL,3,Atlanta,St. Louis,hub,spoke,483.9,78,12480,11813,0.947,95.21,1124715.73,604828.56,10.02
STL,ATL,3,St. Louis,Atlanta,spoke,hub,483.9,89,13350,12949,0.97,84.1,1089010.9,587886.76,9.1
ATL,STL,4,Atlanta,St. Louis,hub,spoke,483.9,88,14080,12455,0.885,88.41,1101146.55,647272.33,9.5
STL,ATL,4,St. Louis,Atlanta,spoke,hub,483.9,78,5928,4092,0.69,77.04,315247.68,338320.07,11.79
ATL,MCI,1,Atlanta,Kansas City,hub,spoke,691.5,102,7752,4691,0.605,114.41,536697.31,485352.36,9.05
MCI,ATL,1,Kansas City,Atlanta,spoke,hub,691.5,71,11360,7520,0.662,106.14,798172.8,558982.8,7.12
ATL,MCI,2,Atlanta,Kansas City,hub,spoke,691.5,85,16065,11113,0.692,109.57,1217651.41,907429.3,8.17
MCI,ATL,2,Kansas City,Atlanta,spoke,hub,691.5,100,18900,16114,0.853,96.56,1555967.84,1138271.24,8.71
ATL,MCI,3,Atlanta,Kansas City,hub,spoke,691.5,67,5092,4246,0.834,120.84,513086.64,321769.58,9.14
MCI,ATL,3,Kansas City,Atlanta,spoke,hub,691.5,67,12663,11081,0.875,122.1,1352990.1,825674.69,9.43
ATL,MCI,4,Atlanta,Kansas City,hub,spoke,691.5,88,6688,5843,0.874,117.09,684156.87,521363.84,11.27
MCI,ATL,4,Kansas City,Atlanta,spoke,hub,691.5,89,16821,14166,0.842,97.31,1378493.46,901023.4,7.75
ATL,OMA,1,Atlanta,Omaha,hub,spoke,820.3,88,13200,10232,0.775,131.38,1344280.16,831419.35,7.68
OMA,ATL,1,Omaha,Atlanta,spoke,hub,820.3,92,6992,5240,0.75,124.33,651489.2,597695.75,10.42
ATL,OMA,2,Atlanta,Omaha,hub,spoke,820.3,88,16632,12020,0.723,123.02,1478700.4,1185345.72,8.69
OMA,ATL,2,Omaha,Atlanta,spoke,hub,820.3,68,12852,11095,0.863,115.85,1285355.75,712679.59,6.76
ATL,OMA,3,Atlanta,Omaha,hub,spoke,820.3,113,16950,15616,0.921,112.15,1751334.4,1013122.73,7.29
OMA,ATL,3,Omaha,Atlanta,spoke,hub,820.3,65,12285,9971,0.812,144.21,1437917.91,821335.73,8.15
ATL,OMA,4,Atlanta,Omaha,hub,spoke,820.3,103,19467,13759,0.707,144.16,1983497.44,1129013.01,7.07
OMA,ATL,4,Omaha,Atlanta,spoke,hub,820.3,79,6004,4964,0.827,85.99,426854.36,484316.68,9.83
ATL,BOI,1,Atlanta,Boise,hub,spoke,1834.4,93,17577,14289,0.813,265.05,3787299.45,1751222.07,5.43
BOI,ATL,1,Boise,Atlanta,spoke,hub,1834.4,70,5320,3698,0.695,242.18,895581.64,699093.5,7.16
ATL,BOI,2,Atlanta,Boise,hub,spoke,1834.4,96,14400,9193,0.638,210.13,1931725.09,1433646.24,5.43
BOI,ATL,2,Boise,Atlanta,spoke,hub,1834.4,84,12600,9622,0.764,268.48,2583314.56,1496274.53,6.47
ATL,BOI,3,Atlanta,Boise,hub,spoke,1834.4,74,11840,11484,0.97,222.26,2552433.84,1385944.34,6.38
BOI,ATL,3,Boise,Atlanta,spoke,hub,1834.4,89,13350,12924,0.968,176.56,2281861.44,1110055.64,4.53
ATL,BOI,4,Atlanta,Boise,hub,spoke,1834.4,93,14880,11815,0.794,233.01,2753013.15,1629908.23,5.97
BOI,ATL,4,Boise,Atlanta,spoke,hub,1834.4,75,11250,8860,0.788,246.16,2180977.6,1489664.29,7.22
ATL,TUL,1,Atlanta,Tulsa,hub,spoke,672.4,67,10050,6555,0.652,97.36,638194.8,526634.15,7.79
TUL,ATL,1,Tulsa,Atlanta,spoke,hub,672.4,103,15450,10171,0.658,106.75,1085754.25,712696.04,6.86
ATL,TUL,2,Atlanta,Tulsa,hub,spoke,672.4,75,12000,8587,0.716,125.39,1076723.93,579865.51,7.19
TUL,ATL,2,Tulsa,Atlanta,spoke,hub,672.4,91,13650,10050,0.736,81.15,815557.5,704842.48,7.68
ATL,TUL,3,Atlanta,Tulsa,hub,spoke,672.4,78,12480,11760,0.942,100.1,1177176.0,699274.36,8.33
TUL,ATL,3,Tulsa,Atlanta,spoke,hub,672.4,88,14080,11667,0.829,87.27,1018179.09,798682.65,8.44
ATL,TUL,4,Atlanta,Tulsa,hub,spoke,672.4,81,12150,9403,0.774,112.12,1054264.36,688524.02,8.43
TUL,ATL,4,Tulsa,Atlanta,spoke,hub,672.4,96,18144,17599,0.97,122.34,2153061.66,988646.91,8.1
ATL,GEG,1,Atlanta,Spokane,hub,spoke,1965.1,82,6232,4719,0.757,249.31,1176493.89,922568.8,7.53
GEG,ATL,1,Spokane,Atlanta,spoke,hub,1965.1,71,10650,7891,0.741,260.73,2057420.43,1247359.91,5.96
ATL,GEG,2,Atlanta,Spokane,hub,spoke,1965.1,82,6232,5335,0.856,309.37,1650488.95,916204.55,7.48
GEG,ATL,2,Spokane,Atlanta,spoke,hub,1965.1,96,7296,5699,0.781,220.66,1257541.34,1117150.81,7.79
ATL,GEG,3,Atlanta,Spokane,hub,spoke,1965.1,93,14880,14433,0.97,254.29,3670167.57,1777875.9,6.08
GEG,ATL,3,Spokane,Atlanta,spoke,hub,1965.1,70,10500,10185,0.97,260.65,2654720.25,1119845.45,5.43
ATL,GEG,4,Atlanta,Spokane,hub,spoke,1965.1,85,16065,12619,0.786,142.47,1797828.93,2077454.96,6.58
GEG,ATL,4,Spokane,Atlanta,spoke,hub,1965.1,96,14400,13968,0.97,231.34,3231357.12,1584236.84,5.6
ATL,FAR,1,Atlanta,Fargo,hub,spoke,1123.3,68,12852,9095,0.708,132.18,1202177.1,834553.1,5.78
FAR,ATL,1,Fargo,Atlanta,spoke,hub,1123.3,85,12750,9645,0.757,143.24,1381549.8,932679.91,6.51
ATL,FAR,2,Atlanta,Fargo,hub,spoke,1123.3,92,14720,9896,0.672,149.6,1480441.6,1080111.56,6.53
FAR,ATL,2,Fargo,Atlanta,spoke,hub,1123.3,85,13600,11214,0.825,155.78,1746916.92,979143.61,6.41
