customer_id,age,age_segment,annual_income,income_segment,credit_score,credit_score_segment,employment_years,account_tenure,loan_amount,interest_rate,credit_utilization,utilization_segment,late_payments,missed_payments_6m,payment_history_score,payment_history_segment,transaction_count,avg_monthly_spend,monthly_debt_payment,dti,dti_segment,default,default_probability,risk_score,ml_risk_tier
C06168,27,26-35,131792,High Income,639,Fair,7,0,94500,7.99,82.04,High Utilization,2,2,70,Moderate,29,7913.22,3920.81,35.7,Moderate DTI,0,0.70539884,70.54,High Risk
C06169,31,26-35,90267,Upper-Middle Income,692,Good,36,14,31600,5.24,35.52,Moderate Utilization,2,1,80,Strong,144,4645.43,2888.54,38.4,Moderate DTI,0,0.371851702,37.19,Medium Risk
C06170,25,18-25,141385,High Income,705,Good,21,3,131700,9.73,69.17,Moderate Utilization,8,1,50,Weak,43,9017.62,1438.59,12.21,Low DTI,0,0.433282881,43.33,Medium Risk
C06171,43,36-50,66727,Middle Income,771,Very Good,16,7,47100,6.2,35.14,Moderate Utilization,2,0,90,Strong,77,3994.61,1106,19.89,Low DTI,0,0.174391828,17.44,Low Risk
C06172,63,51-65,113905,Upper-Middle Income,589,Fair,12,19,76200,5.21,50.74,Moderate Utilization,6,1,60,Moderate,83,9716.99,2785.93,29.35,Moderate DTI,1,0.541122444,54.11,Medium Risk
C06173,40,36-50,57272,Middle Income,536,Poor,11,20,36400,4.05,81.46,High Utilization,10,0,50,Weak,34,2868.84,1858.48,38.94,Moderate DTI,0,0.818336778,81.83,High Risk
C06174,61,51-65,144900,High Income,767,Very Good,24,20,91800,7.72,38.64,Moderate Utilization,2,1,80,Strong,17,2783.4,3560.92,29.49,Moderate DTI,0,0.250561318,25.06,Low Risk
C06175,42,36-50,44535,Low Income,695,Good,7,8,43200,13.62,24.41,Low Utilization,9,3,25,Weak,141,4981.97,1331.97,35.89,Moderate DTI,0,0.557961098,55.8,Medium Risk
C06176,30,26-35,41404,Low Income,712,Good,40,17,16800,4.29,36.29,Moderate Utilization,7,1,55,Weak,119,7880.87,688,19.94,Low DTI,1,0.300815514,30.08,Medium Risk
C06177,57,51-65,137681,High Income,637,Fair,29,11,23200,12.95,50.83,Moderate Utilization,2,2,70,Moderate,11,4233.94,3937.68,34.32,Moderate DTI,0,0.493370187,49.34,Medium Risk
C06178,39,36-50,43378,Low Income,724,Good,22,13,33200,14.84,74.15,High Utilization,0,0,100,Strong,36,3347.16,1050.47,29.06,Moderate DTI,0,0.395355921,39.54,Medium Risk
C06179,66,66-75,93691,Upper-Middle Income,591,Fair,11,11,65900,11.36,68.83,Moderate Utilization,7,2,45,Weak,51,2382.16,2004.21,25.67,Moderate DTI,0,0.660320009,66.03,High Risk
C06180,70,66-75,111389,Upper-Middle Income,570,Poor,10,10,91600,7.6,32.35,Moderate Utilization,9,0,55,Weak,133,3580.86,3915.32,42.18,High DTI,1,0.609948139,60.99,High Risk
C06181,59,51-65,122951,High Income,686,Good,25,2,174800,14.7,58.22,Moderate Utilization,8,0,60,Moderate,36,1766.29,2617.83,25.55,Moderate DTI,1,0.469219325,46.92,Medium Risk
C06182,34,26-35,79566,Middle Income,629,Fair,24,11,58900,3.1,37.54,Moderate Utilization,10,2,30,Weak,121,9322.03,2880.29,43.44,High DTI,0,0.707541109,70.75,High Risk
C06183,74,66-75,54862,Middle Income,687,Good,33,20,62900,11.84,51.82,Moderate Utilization,4,3,50,Weak,121,4771.31,2413.93,52.8,High DTI,0,0.730261934,73.03,High Risk
C06184,56,51-65,117792,Upper-Middle Income,643,Fair,22,13,24700,3.31,58,Moderate Utilization,3,0,85,Strong,82,9953.05,4854.01,49.45,High DTI,0,0.64619253,64.62,High Risk
C06185,49,36-50,119049,Upper-Middle Income,716,Good,10,19,32000,7.65,25.08,Low Utilization,8,2,40,Weak,149,7335.37,1021.84,10.3,Low DTI,1,0.228367238,22.84,Low Risk
C06186,28,26-35,83768,Upper-Middle Income,794,Very Good,20,2,39700,3.96,33.7,Moderate Utilization,0,0,100,Strong,55,3947.12,525.64,7.53,Low DTI,0,0.087834826,8.78,Low Risk
C06187,60,51-65,140240,High Income,653,Fair,18,5,186900,12.11,59.6,Moderate Utilization,7,1,55,Weak,102,9592.99,1922.46,16.45,Low DTI,0,0.44751124,44.75,Medium Risk
C06188,35,26-35,90660,Upper-Middle Income,752,Very Good,8,6,61300,3.2,52.15,Moderate Utilization,0,0,100,Strong,17,8546.69,949.66,12.57,Low DTI,1,0.173937466,17.39,Low Risk
C06189,67,66-75,120604,High Income,658,Fair,22,0,39600,14.3,51.7,Moderate Utilization,5,3,45,Weak,117,4063.08,3048.27,30.33,Moderate DTI,1,0.588107535,58.81,Medium Risk
C06190,32,26-35,140716,High Income,686,Good,9,10,91200,8.51,56.11,Moderate Utilization,4,0,80,Strong,21,9558.83,4567.41,38.95,Moderate DTI,1,0.516455941,51.65,Medium Risk
C06191,34,26-35,85167,Upper-Middle Income,616,Fair,5,9,12000,4.86,62.1,Moderate Utilization,4,3,50,Weak,141,4095.93,2487.59,35.05,Moderate DTI,0,0.687263938,68.73,High Risk
C06192,63,51-65,72235,Middle Income,542,Poor,4,7,103700,3.55,74.33,High Utilization,8,0,60,Moderate,12,3316.56,2452.38,40.74,High DTI,1,0.79524741,79.52,High Risk
C06193,41,36-50,94651,Upper-Middle Income,720,Good,12,13,101800,5.44,31.24,Moderate Utilization,4,1,70,Moderate,46,7496.63,2516.93,31.91,Moderate DTI,0,0.330206932,33.02,Medium Risk
C06194,48,36-50,128394,High Income,693,Good,22,20,54900,3.12,61.07,Moderate Utilization,8,0,60,Moderate,45,7038.05,1404.84,13.13,Low DTI,1,0.345905302,34.59,Medium Risk
C06195,70,66-75,87831,Upper-Middle Income,513,Poor,11,19,128800,9.43,78,High Utilization,9,3,25,Weak,21,6233.75,4004.36,54.71,High DTI,1,0.930309642,93.03,High Risk
C06196,19,18-25,76317,Middle Income,672,Good,7,9,67400,9.6,47.42,Moderate Utilization,8,2,40,Weak,21,8710.45,983.22,15.46,Low DTI,1,0.417416925,41.74,Medium Risk
C06197,66,66-75,55978,Middle Income,632,Fair,33,4,80800,7.02,47.95,Moderate Utilization,0,0,100,Strong,142,1130.74,2391.19,51.26,High DTI,1,0.553049327,55.3,Medium Risk
C06198,30,26-35,88975,Upper-Middle Income,620,Fair,17,1,86400,12.32,76.25,High Utilization,2,1,80,Strong,126,840.34,3966.8,53.5,High DTI,1,0.784960631,78.5,High Risk
C06199,42,36-50,85901,Upper-Middle Income,590,Fair,29,18,100000,3.92,35.53,Moderate Utilization,8,0,60,Moderate,53,4948.33,3431.03,47.93,High DTI,1,0.616901532,61.69,High Risk
C06200,71,66-75,124062,High Income,576,Poor,0,4,42100,3.79,60.07,Moderate Utilization,9,0,55,Weak,85,7907.11,4835.32,46.77,High DTI,1,0.797214247,79.72,High Risk
C06201,38,36-50,40139,Low Income,793,Very Good,36,14,28900,5.69,17.36,Low Utilization,3,3,55,Weak,6,9175.05,375.63,11.23,Low DTI,0,0.138483865,13.85,Low Risk
C06202,72,66-75,101833,Upper-Middle Income,795,Very Good,25,5,134900,4.74,33.35,Moderate Utilization,6,1,60,Moderate,105,3083.75,509.16,6,Low DTI,1,0.151667401,15.17,Low Risk
C06203,20,18-25,94407,Upper-Middle Income,727,Good,11,6,121400,5.53,22.44,Low Utilization,8,3,30,Weak,9,3772.67,1760.69,22.38,Moderate DTI,1,0.342011222,34.2,Medium Risk
C06204,68,66-75,140053,High Income,645,Fair,5,1,15400,3.34,39.3,Moderate Utilization,6,2,50,Weak,128,2141.24,2494.11,21.37,Moderate DTI,1,0.42313425,42.31,Medium Risk
C06205,22,18-25,95978,Upper-Middle Income,582,Fair,0,2,132900,12.14,89.87,High Utilization,9,2,35,Weak,150,7091.64,4036.67,50.47,High DTI,1,0.920636019,92.06,High Risk
C06206,38,36-50,146602,High Income,739,Good,21,14,149300,10.86,39.64,Moderate Utilization,4,3,50,Weak,136,4281.08,3068.87,25.12,Moderate DTI,1,0.349830031,34.98,Medium Risk
C06207,30,26-35,72992,Middle Income,671,Good,7,11,15900,3.28,65.59,Moderate Utilization,5,0,75,Moderate,31,568.36,2572.97,42.3,High DTI,0,0.626881114,62.69,High Risk
C06208,35,26-35,141705,High Income,756,Very Good,21,15,18800,9.95,23.43,Low Utilization,1,0,95,Strong,93,8042.88,3177.73,26.91,Moderate DTI,0,0.157780457,15.78,Low Risk
C06209,21,18-25,94858,Upper-Middle Income,636,Fair,26,16,61400,4.57,69.68,Moderate Utilization,9,0,55,Weak,63,5418.6,2546.94,32.22,Moderate DTI,0,0.63864661,63.86,High Risk
C06210,41,36-50,75942,Middle Income,655,Fair,28,10,69600,4.71,67.87,Moderate Utilization,2,2,70,Moderate,107,4968.37,2300.41,36.35,Moderate DTI,1,0.612549951,61.25,High Risk
C06211,22,18-25,76320,Middle Income,726,Good,37,7,19500,7.36,42.57,Moderate Utilization,3,2,65,Moderate,127,4895.61,1049.4,16.5,Low DTI,0,0.259023249,25.9,Low Risk
C06212,43,36-50,115860,Upper-Middle Income,806,Excellent,1,17,117100,14.55,13.37,Low Utilization,6,1,60,Moderate,102,4057.3,747.3,7.74,Low DTI,0,0.098300954,9.83,Low Risk
C06213,68,66-75,101618,Upper-Middle Income,612,Fair,27,7,124700,9.84,85.37,High Utilization,1,1,85,Strong,72,4107.72,3659.09,43.21,High DTI,1,0.731906326,73.19,High Risk
C06214,24,18-25,54646,Middle Income,791,Very Good,2,19,23100,14.86,36.89,Moderate Utilization,6,2,50,Weak,134,7682.59,333.8,7.33,Low DTI,0,0.193808704,19.38,Low Risk
C06215,24,18-25,64774,Middle Income,638,Fair,16,17,13500,13.92,56.49,Moderate Utilization,9,2,35,Weak,16,8370.66,1344.06,24.9,Moderate DTI,1,0.590972455,59.1,Medium Risk
C06216,53,51-65,111159,Upper-Middle Income,698,Good,20,19,143300,14.29,53.17,Moderate Utilization,4,3,50,Weak,5,4884.16,1953.62,21.09,Moderate DTI,0,0.405202523,40.52,Medium Risk
C06217,44,36-50,137119,High Income,658,Fair,39,2,64300,12.21,69.06,Moderate Utilization,5,0,75,Moderate,114,8135.24,3960.45,34.66,Moderate DTI,0,0.587216272,58.72,Medium Risk
C06218,54,51-65,124547,High Income,679,Good,20,19,123000,8.48,61.66,Moderate Utilization,7,2,45,Weak,82,4678.37,2271.94,21.89,Moderate DTI,0,0.50177727,50.18,Medium Risk
C06219,71,66-75,76338,Middle Income,699,Good,24,10,110600,5.67,60.56,Moderate Utilization,4,3,50,Weak,10,4520.95,879.8,13.83,Low DTI,0,0.404581476,40.46,Medium Risk
C06220,24,18-25,67509,Middle Income,722,Good,34,16,16800,13.14,55.26,Moderate Utilization,6,0,70,Moderate,138,7223.84,1540.89,27.39,Moderate DTI,0,0.398329709,39.83,Medium Risk
C06221,39,36-50,100741,Upper-Middle Income,756,Very Good,18,20,28100,5.63,40.46,Moderate Utilization,4,0,80,Strong,24,7379.85,939.41,11.19,Low DTI,0,0.156508644,15.65,Low Risk
C06222,33,26-35,71078,Middle Income,640,Fair,13,10,98700,6.39,40.44,Moderate Utilization,6,3,40,Weak,114,9883.19,1551.28,26.19,Moderate DTI,0,0.515019606,51.5,Medium Risk
C06223,61,51-65,118921,Upper-Middle Income,686,Good,32,11,15800,3.73,54.27,Moderate Utilization,6,1,60,Moderate,20,2036.18,1112.9,11.23,Low DTI,1,0.301531759,30.15,Medium Risk
C06224,36,36-50,143705,High Income,679,Good,40,6,123000,11.83,67,Moderate Utilization,7,3,35,Weak,69,6499.54,1502.91,12.55,Low DTI,1,0.48286807,48.29,Medium Risk
C06225,25,18-25,61859,Middle Income,665,Fair,18,19,22800,14.98,62.23,Moderate Utilization,5,2,55,Weak,30,1352.56,1403.17,27.22,Moderate DTI,1,0.518167886,51.82,Medium Risk
C06226,30,26-35,105733,Upper-Middle Income,606,Fair,21,6,60300,11.36,56.89,Moderate Utilization,1,0,95,Strong,111,5493.07,3899.79,44.26,High DTI,0,0.562102565,56.21,Medium Risk
C06227,64,51-65,129043,High Income,611,Fair,20,17,148500,5.14,44.74,Moderate Utilization,4,0,80,Strong,44,8905.83,5105.8,47.48,High DTI,1,0.579542159,57.95,Medium Risk
C06228,19,18-25,35996,Low Income,630,Fair,29,19,22800,11.04,73.55,High Utilization,0,0,100,Strong,14,1765.5,994.09,33.14,Moderate DTI,1,0.468545659,46.85,Medium Risk
C06229,33,26-35,94468,Upper-Middle Income,593,Fair,11,4,73400,14.64,65.85,Moderate Utilization,10,2,30,Weak,133,1157.47,3367,42.77,High DTI,1,0.826601641,82.66,High Risk
C06230,44,36-50,58654,Middle Income,647,Fair,11,9,38300,6.14,69.34,Moderate Utilization,7,2,45,Weak,145,6846.97,1664.31,34.05,Moderate DTI,1,0.724061172,72.41,High Risk
C06231,32,26-35,72214,Middle Income,616,Fair,25,3,91700,11.36,83.11,High Utilization,5,0,75,Moderate,57,5745.69,3421.14,56.85,High DTI,1,0.846981201,84.7,High Risk
C06232,71,66-75,38795,Low Income,669,Fair,33,19,23600,12.11,38.02,Moderate Utilization,1,1,85,Strong,62,8168.51,1381.1,42.72,High DTI,1,0.441071239,44.11,Medium Risk
C06233,68,66-75,117006,Upper-Middle Income,509,Poor,35,17,18800,6.32,54.52,Moderate Utilization,10,2,30,Weak,41,1855.67,5041.98,51.71,High DTI,1,0.855430377,85.54,High Risk
C06234,32,26-35,44503,Low Income,509,Poor,14,2,66700,6.42,80.82,High Utilization,7,1,55,Weak,43,1137.52,2036.01,54.9,High DTI,1,0.902658656,90.27,High Risk
C06235,36,36-50,79315,Middle Income,698,Good,9,4,18400,9.09,67.8,Moderate Utilization,0,0,100,Strong,118,1082.61,1403.21,21.23,Moderate DTI,0,0.32287837,32.29,Medium Risk
C06236,47,36-50,49774,Low Income,622,Fair,39,20,52300,5.6,44.73,Moderate Utilization,3,3,55,Weak,119,6058.23,1547.56,37.31,Moderate DTI,1,0.56354769,56.35,Medium Risk
C06237,36,36-50,63514,Middle Income,800,Excellent,21,0,31500,6.08,21.46,Low Utilization,0,0,100,Strong,125,2091.17,662.66,12.52,Low DTI,0,0.083598529,8.36,Low Risk
C06238,30,26-35,59672,Middle Income,700,Good,34,3,77300,9.07,72.31,High Utilization,0,0,100,Strong,33,1181.19,690.21,13.88,Low DTI,0,0.262618306,26.26,Low Risk
C06239,26,26-35,32510,Low Income,567,Poor,30,2,18700,14,57.99,Moderate Utilization,7,0,65,Moderate,8,5465.45,1346.46,49.7,High DTI,0,0.762901259,76.29,High Risk
C06240,31,26-35,92958,Upper-Middle Income,683,Good,17,4,48000,10.65,58.98,Moderate Utilization,3,1,75,Moderate,57,5235.24,1485,19.17,Low DTI,0,0.361748446,36.17,Medium Risk
C06241,19,18-25,142764,High Income,702,Good,10,4,18300,5.32,29.29,Low Utilization,9,0,55,Weak,67,3979.85,4098.52,34.45,Moderate DTI,1,0.417045396,41.7,Medium Risk
C06242,48,36-50,131202,High Income,703,Good,16,9,107800,3.17,49.32,Moderate Utilization,6,2,50,Weak,15,3907.43,2240.27,20.49,Moderate DTI,1,0.397126202,39.71,Medium Risk
C06243,52,51-65,78942,Middle Income,567,Poor,7,8,20200,9,72.23,High Utilization,5,2,55,Weak,56,3780.8,3510.95,53.37,High DTI,1,0.861006664,86.1,High Risk
C06244,41,36-50,76517,Middle Income,667,Fair,7,7,12700,12.34,57.32,Moderate Utilization,0,0,100,Strong,13,5770.18,3764.64,59.04,High DTI,1,0.662954584,66.3,High Risk
C06245,58,51-65,92787,Upper-Middle Income,757,Very Good,25,9,58900,14.69,33.37,Moderate Utilization,5,1,65,Moderate,101,8714.74,2217.61,28.68,Moderate DTI,0,0.319132404,31.91,Medium Risk
C06246,53,51-65,108055,Upper-Middle Income,661,Fair,7,20,38800,13.92,49.48,Moderate Utilization,1,1,85,Strong,70,3112.82,3180.42,35.32,Moderate DTI,1,0.416620923,41.66,Medium Risk
C06247,54,51-65,56136,Middle Income,582,Fair,34,3,18800,7.66,77.71,High Utilization,5,2,55,Weak,7,4356.13,2672.54,57.13,High DTI,0,0.88553939,88.55,High Risk
C06248,18,18-25,121284,High Income,607,Fair,16,4,141100,10.87,41.8,Moderate Utilization,6,2,50,Weak,35,9508.95,4927.16,48.75,High DTI,0,0.706507001,70.65,High Risk
C06249,45,36-50,78506,Middle Income,501,Poor,35,17,96900,11.38,87.01,High Utilization,7,1,55,Weak,122,9791.01,3488.94,53.33,High DTI,1,0.903895214,90.39,High Risk
C06250,36,36-50,30465,Low Income,578,Poor,31,14,24900,14.41,64.69,Moderate Utilization,9,1,45,Weak,123,9360.21,1318.12,51.92,High DTI,1,0.847249152,84.72,High Risk
C06251,45,36-50,123745,High Income,781,Very Good,30,20,105600,14.66,29.75,Low Utilization,3,0,85,Strong,136,1476.85,2208.85,21.42,Moderate DTI,1,0.145012022,14.5,Low Risk
C06252,49,36-50,142085,High Income,604,Fair,15,1,58300,12.81,43.2,Moderate Utilization,5,0,75,Moderate,134,9831.06,6963.35,58.81,High DTI,0,0.732135944,73.21,High Risk
C06253,63,51-65,115780,Upper-Middle Income,647,Fair,18,16,130900,14.79,30.73,Moderate Utilization,9,2,35,Weak,26,8630.51,3577.6,37.08,Moderate DTI,1,0.565289676,56.53,Medium Risk
C06254,39,36-50,105449,Upper-Middle Income,660,Fair,30,6,48900,4.65,40.41,Moderate Utilization,2,0,90,Strong,72,1058.1,4025.52,45.81,High DTI,1,0.457411526,45.74,Medium Risk
C06255,29,26-35,119558,Upper-Middle Income,509,Poor,24,8,118200,12.19,84.85,High Utilization,9,3,25,Weak,139,9551.14,5357.19,53.77,High DTI,1,0.939621632,93.96,High Risk
C06256,75,66-75,96145,Upper-Middle Income,554,Poor,18,13,62900,10.03,80.58,High Utilization,10,0,50,Weak,106,5529.32,3657.52,45.65,High DTI,1,0.858631165,85.86,High Risk
C06257,63,51-65,149036,High Income,690,Good,33,5,141400,3.8,73.93,High Utilization,6,1,60,Moderate,38,5815.21,2036.83,16.4,Low DTI,0,0.462366001,46.24,Medium Risk
C06258,48,36-50,35248,Low Income,704,Good,28,7,22500,10.88,35.26,Moderate Utilization,5,2,55,Weak,98,6230.36,1266.28,43.11,High DTI,1,0.552249473,55.22,Medium Risk
C06259,40,36-50,105720,Upper-Middle Income,602,Fair,22,3,157500,10.69,70.71,High Utilization,4,1,70,Moderate,20,8241.54,3971.55,45.08,High DTI,1,0.743755257,74.38,High Risk
C06260,52,51-65,106929,Upper-Middle Income,705,Good,35,14,11400,12.59,42.54,Moderate Utilization,6,0,70,Moderate,101,7757.35,1898.88,21.31,Moderate DTI,0,0.293450307,29.35,Low Risk
C06261,48,36-50,95679,Upper-Middle Income,647,Fair,28,7,84900,9.67,53.33,Moderate Utilization,3,3,55,Weak,97,2728.44,4063.17,50.96,High DTI,1,0.729047475,72.9,High Risk
C06262,28,26-35,66373,Middle Income,782,Very Good,7,4,25600,14.75,29.7,Low Utilization,5,1,65,Moderate,91,803.22,820.81,14.84,Low DTI,0,0.18296471,18.3,Low Risk
C06263,29,26-35,108561,Upper-Middle Income,687,Good,22,17,100100,4.27,27.37,Low Utilization,6,1,60,Moderate,47,579.9,2108.8,23.31,Moderate DTI,0,0.259927852,25.99,Low Risk
C06264,39,36-50,129850,High Income,658,Fair,36,18,126400,8.2,40.75,Moderate Utilization,7,2,45,Weak,46,7504.01,2837.22,26.22,Moderate DTI,1,0.432484978,43.25,Medium Risk
C06265,29,26-35,71442,Middle Income,727,Good,31,2,69100,8.03,55.28,Moderate Utilization,2,2,70,Moderate,108,7727.84,318.51,5.35,Low DTI,0,0.226579419,22.66,Low Risk
C06266,29,26-35,116809,Upper-Middle Income,643,Fair,1,3,43300,8.48,42.61,Moderate Utilization,5,3,45,Weak,94,8570.85,5580.55,57.33,High DTI,1,0.791268349,79.13,High Risk
C06267,40,36-50,55082,Middle Income,755,Very Good,29,10,76400,6.41,62.7,Moderate Utilization,5,1,65,Moderate,13,9513.04,444.79,9.69,Low DTI,0,0.291167818,29.12,Low Risk
C06268,53,51-65,106301,Upper-Middle Income,676,Good,38,16,78800,10.28,74.01,High Utilization,6,3,40,Weak,70,4793.42,2716.88,30.67,Moderate DTI,0,0.674612425,67.46,High Risk
C06269,54,51-65,74546,Middle Income,722,Good,12,8,97300,4.18,41.02,Moderate Utilization,9,2,35,Weak,135,2913.41,431.12,6.94,Low DTI,1,0.296801702,29.68,Low Risk
C06270,53,51-65,33432,Low Income,571,Poor,36,11,42300,4.51,82.1,High Utilization,10,3,20,Weak,75,4209.71,1078.46,38.71,Moderate DTI,1,0.87932631,87.93,High Risk
C06271,57,51-65,108672,Upper-Middle Income,610,Fair,17,10,97700,14.92,51.35,Moderate Utilization,0,0,100,Strong,149,2558.44,5231.65,57.77,High DTI,1,0.636713942,63.67,High Risk
C06272,45,36-50,59536,Middle Income,618,Fair,34,3,17900,3.33,67.77,Moderate Utilization,5,3,45,Weak,52,6126.81,2501.5,50.42,High DTI,1,0.837316433,83.73,High Risk
C06273,68,66-75,146997,High Income,736,Good,9,2,214000,6.07,71.21,High Utilization,1,0,95,Strong,134,509.85,4175.94,34.09,Moderate DTI,1,0.455999478,45.6,Medium Risk
C06274,64,51-65,122761,High Income,674,Good,30,10,97500,8.7,60.09,Moderate Utilization,0,0,100,Strong,114,4975.79,2668.01,26.08,Moderate DTI,0,0.327075625,32.71,Medium Risk
C06275,18,18-25,58617,Middle Income,625,Fair,14,12,11600,14.56,27.07,Low Utilization,10,0,50,Weak,126,2876.96,2002.26,40.99,High DTI,1,0.537851229,53.79,Medium Risk
C06276,54,51-65,106913,Upper-Middle Income,705,Good,23,1,113200,14.76,71.09,High Utilization,4,3,50,Weak,94,5494.51,768.88,8.63,Low DTI,1,0.416302966,41.63,Medium Risk
C06277,30,26-35,95390,Upper-Middle Income,649,Fair,22,9,113000,11.38,75.5,High Utilization,5,3,45,Weak,18,6647.47,1253.58,15.77,Low DTI,0,0.551208903,55.12,Medium Risk
C06278,43,36-50,61414,Middle Income,661,Fair,9,20,71600,12.26,29.09,Low Utilization,3,1,75,Moderate,52,7488.83,1764.12,34.47,Moderate DTI,0,0.353569185,35.36,Medium Risk
C06279,70,66-75,44745,Low Income,716,Good,16,5,32500,12.52,51.12,Moderate Utilization,1,1,85,Strong,64,1803.13,835.99,22.42,Moderate DTI,0,0.305337358,30.53,Medium Risk
C06280,41,36-50,103231,Upper-Middle Income,685,Good,6,0,28700,7.59,63.91,Moderate Utilization,5,0,75,Moderate,135,8763.4,3109.83,36.15,Moderate DTI,1,0.593612629,59.36,Medium Risk
C06281,18,18-25,61771,Middle Income,708,Good,35,1,48400,11.27,49.47,Moderate Utilization,6,1,60,Moderate,20,4551.48,2138.31,41.54,High DTI,1,0.57340237,57.34,Medium Risk
C06282,61,51-65,73215,Middle Income,593,Fair,31,14,19400,11.88,55.34,Moderate Utilization,8,3,30,Weak,62,9899.17,3073.81,50.38,High DTI,1,0.839210017,83.92,High Risk
C06283,49,36-50,104722,Upper-Middle Income,633,Fair,13,13,144700,8.06,89.06,High Utilization,3,2,65,Moderate,64,5109.46,4402.69,50.45,High DTI,1,0.837812461,83.78,High Risk
C06284,31,26-35,49671,Low Income,639,Fair,36,17,51500,12.06,34.16,Moderate Utilization,8,3,30,Weak,69,7819.66,1623.83,39.23,Moderate DTI,0,0.621751822,62.18,High Risk
C06285,57,51-65,106980,Upper-Middle Income,733,Good,38,9,144700,14.91,46.25,Moderate Utilization,4,2,60,Moderate,28,3284.83,1375.58,15.43,Low DTI,1,0.266889189,26.69,Low Risk
C06286,23,18-25,145743,High Income,681,Good,17,11,151700,9.94,76.06,High Utilization,0,0,100,Strong,67,9816.48,4961.33,40.85,High DTI,1,0.55129724,55.13,Medium Risk
C06287,61,51-65,93242,Upper-Middle Income,696,Good,8,14,101400,9.83,76.85,High Utilization,0,0,100,Strong,150,5681.17,1347.35,17.34,Low DTI,0,0.331553712,33.16,Medium Risk
C06288,73,66-75,64988,Middle Income,667,Fair,2,14,54300,11.56,31.14,Moderate Utilization,1,1,85,Strong,97,7390.38,2385.06,44.04,High DTI,0,0.44224659,44.22,Medium Risk
C06289,29,26-35,48425,Low Income,674,Good,25,2,66700,4.12,61.05,Moderate Utilization,9,3,25,Weak,62,2168.68,608.14,15.07,Low DTI,0,0.549324492,54.93,Medium Risk
C06290,54,51-65,44676,Low Income,620,Fair,30,7,50200,14.29,39.44,Moderate Utilization,2,0,90,Strong,47,4099.78,2187.26,58.75,High DTI,0,0.626930859,62.69,High Risk
C06291,35,26-35,144605,High Income,704,Good,20,13,36100,11.23,50.24,Moderate Utilization,6,2,50,Weak,31,2846.29,1753.34,14.55,Low DTI,0,0.327368874,32.74,Medium Risk
C06292,45,36-50,77697,Middle Income,645,Fair,26,7,36400,3.27,45.66,Moderate Utilization,5,3,45,Weak,54,9367.06,994.52,15.36,Low DTI,0,0.409305947,40.93,Medium Risk
C06293,70,66-75,117119,Upper-Middle Income,653,Fair,4,10,13400,4.44,54.11,Moderate Utilization,1,1,85,Strong,102,6807.65,4428.07,45.37,High DTI,0,0.593350432,59.34,Medium Risk
C06294,38,36-50,97534,Upper-Middle Income,560,Poor,11,5,125600,4.55,65.95,Moderate Utilization,10,3,20,Weak,8,2329.74,3924.12,48.28,High DTI,1,0.884324477,88.43,High Risk
C06295,24,18-25,100683,Upper-Middle Income,716,Good,0,12,19400,11.9,50.35,Moderate Utilization,5,2,55,Weak,60,3652.84,1366.77,16.29,Low DTI,0,0.3385989,33.86,Medium Risk
C06296,73,66-75,106219,Upper-Middle Income,541,Poor,27,0,85400,5.95,50.8,Moderate Utilization,10,2,30,Weak,82,6511.44,4940.95,55.82,High DTI,1,0.880303123,88.03,High Risk
C06297,27,26-35,146514,High Income,598,Fair,24,6,190400,4.69,80.75,High Utilization,6,1,60,Moderate,21,7410.72,6569.93,53.81,High DTI,1,0.85222898,85.22,High Risk
C06298,57,51-65,100465,Upper-Middle Income,728,Good,4,1,55200,3.31,41.33,Moderate Utilization,4,1,70,Moderate,70,3792.08,2611.25,31.19,Moderate DTI,1,0.39777869,39.78,Medium Risk
C06299,38,36-50,105115,Upper-Middle Income,752,Very Good,22,17,67100,9.83,69.98,Moderate Utilization,4,1,70,Moderate,124,6565.49,584.26,6.67,Low DTI,0,0.265604461,26.56,Low Risk
C06300,22,18-25,130031,High Income,696,Good,35,13,48100,10.37,35.58,Moderate Utilization,3,1,75,Moderate,33,1247.03,6253.41,57.71,High DTI,1,0.560270964,56.03,Medium Risk
C06301,24,18-25,90640,Upper-Middle Income,759,Very Good,21,7,116800,5.14,65.35,Moderate Utilization,1,0,95,Strong,58,6732.7,1605.08,21.25,Moderate DTI,1,0.284975803,28.5,Low Risk
C06302,38,36-50,35974,Low Income,667,Fair,2,9,15300,10.24,30.46,Moderate Utilization,9,2,35,Weak,27,8083.11,965.6,32.21,Moderate DTI,1,0.537686917,53.77,Medium Risk
C06303,50,36-50,39447,Low Income,705,Good,18,11,38800,14.32,66.89,Moderate Utilization,9,2,35,Weak,28,7368.23,474.02,14.42,Low DTI,1,0.519819353,51.98,Medium Risk
C06304,45,36-50,115254,Upper-Middle Income,732,Good,22,5,141600,11.96,63.13,Moderate Utilization,0,0,100,Strong,90,6258.2,1408.98,14.67,Low DTI,1,0.22363136,22.36,Low Risk
C06305,40,36-50,145051,High Income,648,Fair,25,4,125700,4.04,56.79,Moderate Utilization,6,3,40,Weak,118,2036.32,4268.13,35.31,Moderate DTI,1,0.660503306,66.05,High Risk
C06306,54,51-65,86953,Upper-Middle Income,700,Good,26,15,101400,6.75,46.76,Moderate Utilization,6,2,50,Weak,104,4017.78,2325.27,32.09,Moderate DTI,1,0.49839289,49.84,Medium Risk
