origin,dest,route,origin_city,dest_city,origin_tier,dest_tier,distance_miles,departures,seats,passengers,revenue,op_cost,asm,rpm,load_factor,rasm_cents,yield_cents_per_mile,operating_profit,operating_margin_pct,seasonality_index
ATL,MCI,ATL-MCI,Atlanta,Kansas City,hub,spoke,691.5,342,35597,25893,2951592.23,2235915.08,24615325.5,17905009.5,0.7273927578166699,11.990872231204094,16.48472864535481,715677.1499999999,24.247155237971334,1.0608272506082725
MCI,DEN,MCI-DEN,Kansas City,Denver,spoke,hub,531.5,334,32608,25815,2461355.09,1804720.3,17331152.0,13720672.5,0.7916768891069677,14.201912775330802,17.939026603834467,656634.7899999998,26.677775696313688,1.0818516366453612
SEA,OMA,SEA-OMA,Seattle-Tacoma,Omaha,hub,spoke,1364.5,312,39428,29909,4668931.38,4016998.1199999996,53799506.0,40810830.5,0.7585725880085219,8.678390801580967,11.440422365332653,651933.2600000002,13.963222136710868,0.8334614998829784
ORD,MSP,ORD-MSP,Chicago O'Hare,Minneapolis,hub,spoke,333.7,298,41876,32371,2080184.94,1478396.34,13974021.2,10802202.7,0.7730203457827872,14.886086905321141,19.25704412119576,601788.5999999999,28.929572002381665,1.0244972351796362
LAX,LAS,LAX-LAS,Los Angeles,Las Vegas,spoke,spoke,236.4,215,25160,19550,1270250.48,671832.4299999999,5947824.0,4621620.0,0.777027027027027,21.356557961365365,27.484961550278907,598418.05,47.11024002132241,1.1324808184143222
OMA,DEN,OMA-DEN,Omaha,Denver,spoke,hub,471.1,380,43850,33271,2697300.81,2107248.91,20657735.0,15673968.100000001,0.7587457240592931,13.057098515398714,17.20879354092854,590051.8999999999,21.87564315453566,0.730245559195696
JFK,MIA,JFK-MIA,New York JFK,Miami,spoke,spoke,1092.0,236,22080,17542,2631838.09,2050864.88,24111360.0,19155864.0,0.7944746376811594,10.915344841601634,13.739072745557182,580973.21,22.07480818092423,0.7246608140462889
SFO,SEA,SFO-SEA,San Francisco,Seattle-Tacoma,spoke,hub,679.2,329,48665,35523,3550899.76,2972220.83,33053268.0,24127221.6,0.7299496558101305,10.742961210371089,14.717400199946768,578678.9299999997,16.29668447751394,0.8974467246572643
ORD,JFK,ORD-JFK,Chicago O'Hare,New York JFK,hub,spoke,737.8,342,58505,42593,3923382.38,3445775.01,43164989.0,31425115.4,0.7280232458764209,9.08926996367357,12.484862283115117,477607.3700000001,12.173357673080035,0.26586528302772755
LAS,LAX,LAS-LAX,Las Vegas,Los Angeles,spoke,spoke,236.4,223,24260,18420,1152098.09,696115.15,5735064.0,4354488.0,0.7592745259686727,20.08867015259115,26.457716498472383,455982.94000000006,39.578482418975284,0.35874049945711184
SEA,LAS,SEA-LAS,Seattle-Tacoma,Las Vegas,hub,spoke,867.0,319,41290,28626,3439214.73,3013759.37,35798430.0,24818742.0,0.6932913538387019,9.60716637573212,13.85732898951929,425455.35999999987,12.370712310830323,0.46866485013623976
GEG,DEN,GEG-DEN,Spokane,Denver,spoke,hub,834.5,301,37987,30235,3154301.93,2732659.84,31700151.5,25231107.5,0.7959301866427988,9.950431719545568,12.501638820253927,421642.0900000003,13.367207685156515,0.9690755746651232
