account_id,signup_date,industry,acquisition_channel,plan,seats,mrr,churn_date,churn_flag,usage_events,feature_uses,tickets,avg_resolution_hours,avg_satisfaction,health_score,revenue_at_risk
10466,2026-08-03,Professional Services,Organic,Enterprise,46,59754,,False,1.0,94.0,0.0,0.0,0.0,49.4,0
10467,2025-04-10,Professional Services,Partner,Starter,2,158,2025-12-09,True,10.0,31.0,1.0,28.5,3.6,54.1,158
10468,2025-12-24,Financial Services,Partner,Pro,5,995,,False,2.0,18.0,2.0,68.65,4.35,54.55,0
10469,2025-04-19,Professional Services,Organic,Starter,3,237,2026-08-25,True,11.0,73.0,1.0,22.1,4.6,63.3,237
10470,2026-07-14,Technology,Organic,Starter,3,237,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10471,2026-03-19,Technology,Referral,Business,22,10978,,False,2.0,78.0,2.0,31.049999999999997,3.1,54.3,0
10472,2026-04-28,Technology,Paid Search,Pro,17,3383,,False,3.0,92.0,2.0,59.05,3.2,56.2,0
10473,2025-09-17,Technology,Paid Search,Pro,9,1791,,False,8.0,139.0,4.0,37.325,4.2,61.9,0
10474,2025-10-08,Healthcare,Paid Search,Business,21,10479,,False,7.0,291.0,2.0,43.550000000000004,3.0999999999999996,66.5,0
10475,2026-01-16,Professional Services,Events,Business,12,5988,,False,3.0,86.0,2.0,23.75,3.45,56.85,0
10476,2026-04-16,Technology,Referral,Starter,2,158,,False,4.0,16.0,1.0,41.6,2.4,46.6,0
10477,2026-05-24,Technology,Paid Search,Pro,14,2786,,False,3.0,97.0,0.0,0.0,0.0,49.7,0
10478,2025-01-11,Retail,Paid Search,Pro,6,1194,,False,6.0,64.0,4.0,43.625,3.55,51.15,0
10479,2026-02-03,Manufacturing,Referral,Pro,6,1194,,False,4.0,44.0,0.0,0.0,0.0,44.4,0
10480,2025-03-07,Retail,Events,Starter,3,237,2025-09-23,True,2.0,9.0,3.0,51.833333333333336,3.1999999999999997,45.9,237
10481,2025-06-22,Technology,Organic,Starter,3,237,,False,3.0,24.0,1.0,27.2,4.4,57.4,0
10482,2026-05-13,Professional Services,Paid Search,Business,13,6487,,False,1.0,25.0,0.0,0.0,0.0,42.5,0
10483,2025-05-31,Retail,Partner,Business,16,7984,2026-02-23,True,5.0,164.0,0.0,0.0,0.0,56.400000000000006,7984
10484,2026-04-24,Professional Services,Events,Business,28,13972,,False,1.0,54.0,2.0,24.25,3.65,54.65,0
10485,2025-10-05,Manufacturing,Paid Search,Enterprise,34,44166,,False,6.0,405.0,2.0,24.6,3.55,68.75,0
10486,2025-05-20,Healthcare,Referral,Business,11,5489,,False,3.0,70.0,3.0,24.900000000000002,3.6999999999999997,54.5,0
10487,2025-07-20,Retail,Partner,Business,25,12475,,False,5.0,256.0,2.0,41.6,3.3,67.5,0
10488,2025-11-15,Manufacturing,Partner,Business,21,10479,,False,2.0,65.0,0.0,0.0,0.0,46.5,0
10489,2026-04-05,Professional Services,Paid Search,Pro,6,1194,,False,3.0,33.0,1.0,22.4,4.0,56.3,0
10490,2025-12-30,Technology,Partner,Pro,5,995,,False,4.0,33.0,0.0,0.0,0.0,43.3,0
10491,2026-07-14,Manufacturing,Organic,Starter,2,158,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10492,2026-06-05,Manufacturing,Paid Search,Pro,8,1592,,False,1.0,14.0,0.0,0.0,0.0,41.4,0
10493,2026-03-29,Professional Services,Partner,Starter,5,395,,False,1.0,10.0,1.0,47.0,3.5,51.5,0
10494,2025-12-28,Financial Services,Referral,Starter,2,158,,False,5.0,22.0,1.0,34.6,3.4,52.2,0
10495,2025-06-23,Professional Services,Referral,Pro,8,1592,,False,5.0,82.0,0.0,0.0,0.0,48.2,0
10496,2025-09-05,Financial Services,Events,Starter,4,316,,False,4.0,31.0,0.0,0.0,0.0,43.1,0
10497,2025-03-13,Healthcare,Partner,Starter,1,79,,False,5.0,13.0,2.0,28.5,3.6,50.3,0
10498,2025-08-13,Healthcare,Events,Business,26,12974,,False,10.0,490.0,3.0,49.699999999999996,4.133333333333333,69.66666666666666,0
10499,2026-07-10,Financial Services,Referral,Business,12,5988,,False,2.0,65.0,1.0,41.2,4.4,61.5,0
10500,2025-09-13,Healthcare,Events,Starter,3,237,2025-12-07,True,1.0,9.0,0.0,0.0,0.0,40.9,237
10501,2025-03-10,Financial Services,Organic,Starter,3,237,2026-04-08,True,9.0,46.0,1.0,12.2,4.4,59.6,237
10502,2026-01-27,Healthcare,Paid Search,Starter,4,316,,False,5.0,35.0,1.0,86.1,3.0,51.5,0
10503,2026-08-01,Professional Services,Referral,Business,22,10978,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10504,2026-06-05,Retail,Partner,Business,8,3992,,False,0.0,0.0,1.0,11.7,3.6,51.0,0
10505,2025-06-14,Retail,Events,Starter,2,158,2026-05-16,True,2.0,8.0,3.0,58.1,3.6999999999999997,48.3,158
10506,2025-09-30,Financial Services,Partner,Business,19,9481,,False,2.0,73.0,0.0,0.0,0.0,47.3,0
10507,2025-11-15,Technology,Paid Search,Starter,3,237,,False,6.0,34.0,0.0,0.0,0.0,43.4,0
10508,2025-05-29,Professional Services,Referral,Starter,4,316,,False,8.0,75.0,2.0,16.95,4.05,58.75,0
10509,2025-06-11,Manufacturing,Paid Search,Enterprise,59,76641,,False,11.0,1282.0,2.0,26.15,3.05,66.25,0
10510,2025-05-22,Technology,Paid Search,Starter,4,316,,False,3.0,20.0,3.0,21.066666666666666,4.0,51.0,0
10511,2026-08-20,Financial Services,Organic,Starter,3,237,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10512,2026-03-24,Financial Services,Paid Search,Pro,4,796,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10513,2026-05-20,Retail,Partner,Pro,7,1393,,False,1.0,14.0,1.0,31.2,3.8,53.4,0
10514,2026-05-05,Technology,Paid Search,Business,21,10479,,False,2.0,90.0,2.0,30.15,4.6,63.0,0
10515,2026-07-30,Technology,Partner,Enterprise,31,40269,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10516,2025-03-05,Professional Services,Referral,Starter,4,316,,False,8.0,70.0,2.0,35.5,3.55,55.75,0
10517,2026-06-13,Technology,Paid Search,Starter,4,316,,False,1.0,12.0,0.0,0.0,0.0,41.2,0
10518,2025-02-09,Technology,Organic,Business,19,9481,,False,3.0,113.0,4.0,17.575,3.8,57.3,0
10519,2025-10-13,Technology,Referral,Starter,1,79,,False,7.0,20.0,4.0,21.9,4.4,51.0,0
10520,2025-12-23,Professional Services,Referral,Business,12,5988,,False,3.0,82.0,0.0,0.0,0.0,48.2,0
10521,2025-08-03,Manufacturing,Organic,Pro,15,2985,,False,10.0,271.0,1.0,120.0,3.8,72.0,0
10522,2025-03-29,Financial Services,Organic,Starter,2,158,,False,10.0,35.0,8.0,36.8125,3.6625,44.8125,0
10523,2025-04-26,Technology,Paid Search,Business,9,4491,,False,4.0,69.0,2.0,48.6,3.45,55.15,0
10524,2026-05-10,Financial Services,Referral,Starter,5,395,,False,3.0,28.0,0.0,0.0,0.0,42.8,0
10525,2025-07-11,Technology,Referral,Pro,8,1592,,False,9.0,120.0,1.0,53.2,4.3,66.5,0
10526,2025-07-06,Retail,Organic,Pro,12,2388,,False,5.0,128.0,2.0,48.150000000000006,4.15,64.55,0
10527,2026-07-09,Technology,Paid Search,Pro,9,1791,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10528,2025-03-28,Technology,Referral,Pro,9,1791,,False,9.0,133.0,3.0,53.6,3.6,60.3,0
10529,2026-07-04,Technology,Referral,Pro,9,1791,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10530,2026-07-07,Retail,Paid Search,Enterprise,57,74043,,False,1.0,119.0,0.0,0.0,0.0,51.9,0
10531,2025-12-26,Retail,Organic,Enterprise,100,129900,,False,6.0,1223.0,1.0,19.2,3.6,71.0,0
10532,2025-04-10,Retail,Events,Pro,11,2189,2025-07-19,True,2.0,49.0,0.0,0.0,0.0,44.9,2189
10533,2025-04-04,Financial Services,Organic,Starter,2,158,,False,3.0,11.0,1.0,27.8,3.7,52.6,0
10534,2025-06-20,Healthcare,Referral,Pro,9,1791,,False,7.0,141.0,2.0,29.2,4.65,68.35,0
10535,2025-12-13,Healthcare,Organic,Enterprise,67,87033,,False,6.0,809.0,1.0,31.4,3.7,71.5,0
10536,2025-04-03,Financial Services,Paid Search,Starter,5,395,,False,7.0,69.0,1.0,53.7,3.3,56.4,0
10537,2025-10-01,Financial Services,Referral,Pro,7,1393,,False,8.0,110.0,0.0,0.0,0.0,51.0,0
10538,2025-03-11,Retail,Partner,Pro,12,2388,,False,7.0,153.0,0.0,0.0,0.0,55.3,0
10539,2025-11-21,Professional Services,Referral,Starter,4,316,2026-07-18,True,4.0,26.0,1.0,52.2,3.4,52.6,316
10540,2025-01-13,Retail,Paid Search,Pro,20,3980,,False,3.0,124.0,3.0,27.73333333333333,3.466666666666667,58.733333333333334,0
10541,2026-03-02,Technology,Organic,Starter,2,158,,False,3.0,15.0,2.0,55.45,3.7,51.0,0
10542,2025-02-03,Manufacturing,Organic,Business,15,7485,,False,10.0,302.0,3.0,40.666666666666664,2.733333333333333,62.666666666666664,0
10543,2025-04-27,Retail,Referral,Business,16,7984,2026-06-29,True,11.0,331.0,2.0,14.8,3.55,68.75,7984
10544,2025-04-15,Healthcare,Paid Search,Business,15,7485,2025-09-27,True,6.0,187.0,0.0,0.0,0.0,58.7,7485
10545,2026-05-14,Manufacturing,Referral,Starter,2,158,,False,1.0,2.0,0.0,0.0,0.0,40.2,0
10546,2025-02-02,Retail,Events,Starter,1,79,,False,5.0,14.0,0.0,0.0,0.0,41.4,0
10547,2025-09-15,Manufacturing,Paid Search,Business,15,7485,,False,3.0,86.0,1.0,50.8,4.1,62.1,0
10548,2025-12-21,Retail,Events,Business,20,9980,,False,7.0,276.0,3.0,38.53333333333333,3.6666666666666665,67.33333333333333,0
10549,2025-11-06,Technology,Referral,Pro,7,1393,,False,7.0,101.0,2.0,73.5,3.9,60.6,0
10550,2026-02-13,Technology,Partner,Business,35,17465,,False,6.0,404.0,0.0,0.0,0.0,60.0,0
10551,2026-04-27,Technology,Paid Search,Starter,3,237,,False,1.0,9.0,0.0,0.0,0.0,40.9,0
10552,2025-08-25,Manufacturing,Paid Search,Business,28,13972,,False,3.0,177.0,1.0,44.7,3.1,66.2,0
10553,2026-05-12,Retail,Events,Starter,3,237,,False,3.0,13.0,0.0,0.0,0.0,41.3,0
10554,2025-07-10,Professional Services,Paid Search,Starter,4,316,,False,4.0,28.0,1.0,89.0,3.6,53.8,0
10555,2026-08-14,Retail,Events,Pro,9,1791,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10556,2025-10-30,Professional Services,Partner,Starter,5,395,,False,8.0,72.0,2.0,52.300000000000004,4.0,58.2,0
10557,2026-03-18,Manufacturing,Organic,Starter,3,237,,False,1.0,3.0,2.0,9.9,3.55,49.05,0
10558,2026-06-10,Manufacturing,Paid Search,Starter,4,316,,False,2.0,8.0,0.0,0.0,0.0,40.8,0
10559,2026-04-21,Technology,Referral,Pro,9,1791,,False,1.0,17.0,1.0,39.4,3.9,54.2,0
10560,2026-05-26,Healthcare,Events,Business,16,7984,,False,1.0,29.0,0.0,0.0,0.0,42.9,0
10561,2025-11-18,Retail,Partner,Starter,3,237,,False,6.0,30.0,0.0,0.0,0.0,43.0,0
10562,2025-01-27,Technology,Organic,Pro,17,3383,,False,6.0,230.0,3.0,48.833333333333336,2.8333333333333335,63.166666666666664,0
10563,2025-10-23,Manufacturing,Organic,Business,16,7984,,False,4.0,108.0,2.0,30.299999999999997,4.550000000000001,64.55,0
10564,2025-04-19,Technology,Organic,Starter,3,237,,False,6.0,39.0,2.0,26.8,3.75,53.65,0
10565,2026-06-18,Professional Services,Referral,Starter,5,395,,False,1.0,11.0,0.0,0.0,0.0,41.1,0
10566,2025-05-23,Technology,Organic,Business,27,13473,,False,9.0,497.0,4.0,32.6,3.7249999999999996,65.625,0
10567,2025-05-17,Retail,Partner,Business,18,8982,,False,7.0,252.0,1.0,5.2,4.3,74.5,0
10568,2025-05-30,Financial Services,Paid Search,Pro,3,597,,False,10.0,58.0,1.0,50.4,3.5,56.3,0
10569,2026-01-21,Professional Services,Partner,Business,22,10978,,False,2.0,95.0,3.0,33.76666666666667,3.4000000000000004,55.5,0
10570,2025-12-09,Technology,Organic,Starter,1,79,,False,4.0,9.0,2.0,30.450000000000003,3.1,47.4,0
10571,2026-07-24,Technology,Paid Search,Starter,5,395,,False,2.0,21.0,0.0,0.0,0.0,42.1,0
10572,2025-09-07,Manufacturing,Organic,Pro,8,1592,,False,5.0,88.0,1.0,35.4,3.8,60.8,0
10573,2025-06-19,Healthcare,Events,Starter,4,316,,False,11.0,100.0,1.0,40.0,3.0,58.0,0
10574,2025-01-30,Manufacturing,Organic,Business,13,6487,,False,3.0,73.0,1.0,51.5,2.2,51.3,0
10575,2025-01-05,Financial Services,Organic,Pro,5,995,,False,8.0,87.0,0.0,0.0,0.0,48.7,0
10576,2025-08-13,Financial Services,Organic,Business,20,9980,,False,10.0,414.0,1.0,87.2,3.4,70.0,0
10577,2026-07-10,Healthcare,Partner,Pro,8,1592,,False,2.0,30.0,1.0,96.5,4.2,57.0,0
10578,2025-11-11,Financial Services,Organic,Starter,3,237,,False,5.0,34.0,3.0,28.76666666666667,3.7999999999999994,51.4,0
10579,2026-06-21,Retail,Paid Search,Starter,3,237,,False,1.0,5.0,0.0,0.0,0.0,40.5,0
10580,2025-03-03,Professional Services,Partner,Starter,8,632,2025-05-12,True,0.0,0.0,2.0,19.950000000000003,3.7,49.5,632
10581,2025-02-25,Retail,Partner,Business,24,11976,,False,10.0,479.0,3.0,29.099999999999998,4.0,69.0,0
10582,2026-05-16,Technology,Organic,Starter,4,316,,False,3.0,24.0,1.0,31.8,4.7,58.9,0
10583,2025-03-06,Professional Services,Organic,Starter,4,316,,False,4.0,29.0,1.0,7.5,2.8,49.9,0
10584,2025-02-01,Healthcare,Referral,Starter,5,395,,False,8.0,77.0,1.0,22.5,4.9,65.2,0
10585,2025-08-31,Manufacturing,Organic,Starter,3,237,,False,6.0,27.0,1.0,3.0,2.6,48.7,0
10586,2026-07-09,Technology,Paid Search,Business,9,4491,,False,1.0,20.0,0.0,0.0,0.0,42.0,0
10587,2026-02-18,Technology,Referral,Starter,3,237,,False,1.0,3.0,2.0,19.4,4.1,51.8,0
10588,2025-03-01,Technology,Referral,Enterprise,60,77940,,False,8.0,989.0,2.0,53.45,3.65,69.25,0
10589,2026-05-18,Healthcare,Organic,Starter,2,158,,False,3.0,9.0,0.0,0.0,0.0,40.9,0
10590,2026-05-22,Professional Services,Paid Search,Pro,8,1592,,False,3.0,51.0,0.0,0.0,0.0,45.1,0
10591,2026-04-26,Professional Services,Organic,Pro,6,1194,,False,1.0,11.0,1.0,5.1,3.3,50.6,0
10592,2026-06-26,Technology,Paid Search,Starter,5,395,,False,2.0,28.0,0.0,0.0,0.0,42.8,0
10593,2025-05-24,Manufacturing,Organic,Business,23,11477,,False,8.0,368.0,0.0,0.0,0.0,60.0,0
10594,2026-08-11,Retail,Events,Enterprise,57,74043,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10595,2025-07-12,Healthcare,Paid Search,Business,22,10978,,False,9.0,377.0,2.0,25.75,4.05,71.25,0
10596,2026-04-27,Healthcare,Organic,Starter,3,237,,False,3.0,20.0,0.0,0.0,0.0,42.0,0
10597,2025-12-14,Technology,Organic,Starter,3,237,,False,2.0,14.0,3.0,27.666666666666668,3.9,49.9,0
10598,2026-04-13,Healthcare,Referral,Pro,5,995,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10599,2026-01-12,Financial Services,Organic,Starter,1,79,,False,2.0,10.0,0.0,0.0,0.0,41.0,0
10600,2026-01-21,Financial Services,Organic,Pro,8,1592,,False,6.0,103.0,0.0,0.0,0.0,50.3,0
10601,2026-01-05,Professional Services,Partner,Pro,9,1791,,False,3.0,70.0,0.0,0.0,0.0,47.0,0
10602,2026-04-13,Manufacturing,Paid Search,Pro,12,2388,,False,3.0,68.0,2.0,29.9,3.35,54.55,0
10603,2026-03-20,Manufacturing,Organic,Business,31,15469,,False,4.0,232.0,0.0,0.0,0.0,60.0,0
10604,2025-03-22,Retail,Paid Search,Pro,14,2786,,False,11.0,293.0,1.0,23.5,4.6,76.0,0
10605,2026-05-11,Technology,Organic,Starter,2,158,,False,0.0,0.0,1.0,28.8,3.1,48.5,0
10606,2025-11-18,Manufacturing,Events,Starter,3,237,,False,7.0,42.0,1.0,6.8,3.6,55.2,0
10607,2025-07-13,Manufacturing,Organic,Pro,9,1791,,False,10.0,217.0,1.0,38.1,3.4,70.0,0
10608,2025-11-05,Financial Services,Partner,Pro,19,3781,2026-06-25,True,5.0,206.0,1.0,7.2,4.4,75.0,3781
10609,2026-08-04,Financial Services,Partner,Starter,5,395,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10610,2026-05-30,Professional Services,Organic,Starter,4,316,,False,3.0,25.0,0.0,0.0,0.0,42.5,0
10611,2026-05-16,Technology,Organic,Business,16,7984,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10612,2025-10-05,Manufacturing,Referral,Business,13,6487,2026-03-07,True,1.0,27.0,4.0,37.1,3.875,49.075,6487
10613,2026-04-16,Retail,Partner,Pro,11,2189,,False,1.0,26.0,1.0,30.7,3.6,53.6,0
10614,2025-08-20,Professional Services,Paid Search,Starter,2,158,,False,6.0,20.0,1.0,97.2,4.1,55.5,0
10615,2026-02-16,Healthcare,Paid Search,Starter,3,237,,False,2.0,18.0,4.0,50.525,3.925,48.425,0
10616,2026-01-19,Technology,Partner,Pro,8,1592,,False,6.0,81.0,1.0,22.3,4.2,62.1,0
10617,2025-05-30,Technology,Partner,Starter,5,395,2025-09-14,True,3.0,32.0,2.0,18.85,3.55,51.95,395
10618,2025-06-09,Professional Services,Referral,Pro,7,1393,,False,5.0,70.0,3.0,32.733333333333334,3.733333333333333,54.666666666666664,0
10619,2025-02-06,Retail,Paid Search,Pro,3,597,,False,3.0,22.0,2.0,21.549999999999997,3.55,50.95,0
10620,2025-03-25,Retail,Paid Search,Starter,4,316,,False,10.0,82.0,1.0,5.0,4.3,62.7,0
10621,2025-09-18,Professional Services,Organic,Starter,2,158,,False,8.0,41.0,0.0,0.0,0.0,44.1,0
10622,2025-10-14,Retail,Partner,Starter,3,237,,False,5.0,33.0,0.0,0.0,0.0,43.3,0
10623,2025-04-10,Retail,Organic,Business,17,8483,,False,7.0,203.0,1.0,64.2,2.8,67.0,0
10624,2025-09-08,Financial Services,Organic,Pro,7,1393,,False,7.0,99.0,1.0,51.8,3.9,62.4,0
10625,2025-12-29,Financial Services,Partner,Starter,4,316,,False,7.0,45.0,1.0,52.0,2.9,52.0,0
10626,2025-05-20,Manufacturing,Referral,Business,11,5489,,False,7.0,136.0,5.0,33.5,3.5799999999999996,56.5,0
10627,2025-07-22,Healthcare,Organic,Pro,7,1393,,False,6.0,76.0,0.0,0.0,0.0,47.6,0
10628,2025-08-09,Professional Services,Organic,Pro,10,1990,,False,2.0,44.0,2.0,47.2,3.35,52.15,0
10629,2025-10-31,Manufacturing,Paid Search,Business,15,7485,,False,5.0,152.0,2.0,40.2,3.55,63.95,0
10630,2025-08-08,Financial Services,Partner,Starter,2,158,,False,11.0,45.0,3.0,20.866666666666667,3.6,51.5,0
10631,2026-03-19,Professional Services,Organic,Starter,4,316,,False,3.0,13.0,1.0,71.3,4.7,57.8,0
10632,2025-07-16,Retail,Organic,Pro,12,2388,,False,9.0,197.0,5.0,32.2,3.5,62.2,0
10633,2025-09-18,Healthcare,Referral,Starter,3,237,,False,6.0,41.0,1.0,50.8,3.8,56.1,0
10634,2025-08-16,Healthcare,Events,Pro,4,796,,False,8.0,52.0,4.0,28.15,3.925,51.825,0
10635,2025-04-20,Retail,Organic,Starter,4,316,,False,10.0,79.0,1.0,20.0,4.7,64.4,0
10636,2026-02-16,Technology,Events,Starter,2,158,2026-07-29,True,1.0,5.0,0.0,0.0,0.0,40.5,158
10637,2025-05-22,Professional Services,Events,Starter,3,237,,False,6.0,34.0,5.0,38.239999999999995,3.7600000000000002,47.2,0
10638,2025-06-28,Technology,Referral,Pro,6,1194,,False,8.0,97.0,3.0,58.56666666666666,3.3333333333333335,55.36666666666667,0
10639,2026-04-21,Healthcare,Partner,Starter,2,158,,False,3.0,15.0,0.0,0.0,0.0,41.5,0
10640,2026-07-24,Financial Services,Paid Search,Starter,3,237,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10641,2026-02-07,Retail,Paid Search,Business,17,8483,,False,5.0,169.0,3.0,52.73333333333334,3.633333333333333,64.06666666666666,0
10642,2026-07-04,Healthcare,Referral,Starter,2,158,,False,1.0,9.0,0.0,0.0,0.0,40.9,0
10643,2026-05-28,Healthcare,Partner,Starter,4,316,,False,2.0,11.0,2.0,29.9,3.95,51.85,0
10644,2025-10-16,Healthcare,Partner,Starter,3,237,,False,7.0,37.0,1.0,17.5,3.1,52.2,0
10645,2026-04-08,Technology,Partner,Starter,4,316,,False,2.0,10.0,2.0,27.950000000000003,3.75,50.75,0
10646,2025-07-17,Financial Services,Events,Starter,3,237,,False,5.0,32.0,0.0,0.0,0.0,43.2,0
10647,2025-10-04,Manufacturing,Referral,Pro,6,1194,,False,7.0,84.0,1.0,46.8,3.1,56.9,0
10648,2025-11-18,Healthcare,Partner,Starter,2,158,,False,3.0,12.0,2.0,93.9,3.65,50.45,0
10649,2026-07-31,Professional Services,Partner,Business,10,4990,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10650,2026-05-25,Retail,Organic,Business,20,9980,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10651,2025-10-21,Manufacturing,Organic,Starter,3,237,,False,5.0,20.0,2.0,14.8,3.05,48.25,0
10652,2026-01-27,Technology,Referral,Starter,1,79,,False,2.0,11.0,1.0,9.9,4.1,54.6,0
10653,2025-05-02,Financial Services,Partner,Starter,2,158,,False,4.0,17.0,0.0,0.0,0.0,41.7,0
10654,2026-04-28,Technology,Referral,Pro,6,1194,,False,1.0,10.0,0.0,0.0,0.0,41.0,0
10655,2025-11-28,Manufacturing,Paid Search,Starter,5,395,,False,7.0,60.0,1.0,15.8,3.4,56.0,0
10656,2025-11-16,Technology,Organic,Business,10,4990,,False,5.0,93.0,3.0,10.666666666666666,4.3,59.8,0
10657,2026-04-05,Technology,Referral,Business,11,5489,,False,4.0,94.0,0.0,0.0,0.0,49.4,0
10658,2026-01-15,Professional Services,Paid Search,Business,27,13473,,False,2.0,114.0,1.0,101.3,2.3,55.9,0
10659,2025-02-13,Professional Services,Organic,Pro,13,2587,,False,7.0,187.0,0.0,0.0,0.0,58.7,0
10660,2025-06-22,Retail,Events,Enterprise,35,45465,,False,6.0,448.0,0.0,0.0,0.0,60.0,0
10661,2025-04-17,Professional Services,Organic,Starter,2,158,,False,8.0,36.0,7.0,42.471428571428575,3.6857142857142855,45.02857142857143,0
10662,2026-03-17,Retail,Events,Starter,4,316,,False,3.0,31.0,0.0,0.0,0.0,43.1,0
10663,2025-01-22,Financial Services,Organic,Starter,1,79,2025-05-18,True,1.0,3.0,2.0,24.200000000000003,3.5999999999999996,49.3,79
10664,2025-05-02,Financial Services,Events,Enterprise,23,29877,,False,11.0,494.0,1.0,39.1,2.9,67.5,0
10665,2025-12-25,Manufacturing,Paid Search,Pro,7,1393,,False,9.0,104.0,1.0,35.3,3.9,62.9,0
10666,2026-02-21,Retail,Organic,Business,31,15469,,False,1.0,59.0,2.0,29.7,3.95,56.65,0
10667,2025-10-29,Financial Services,Organic,Starter,3,237,,False,5.0,25.0,1.0,40.8,3.1,51.0,0
10668,2026-06-01,Healthcare,Organic,Enterprise,47,61053,,False,1.0,97.0,0.0,0.0,0.0,49.7,0
10669,2026-07-06,Professional Services,Paid Search,Pro,12,2388,,False,1.0,24.0,2.0,42.15,3.05,48.65,0
10670,2025-03-21,Healthcare,Partner,Pro,17,3383,,False,6.0,199.0,2.0,37.5,3.0999999999999996,66.4,0
10671,2026-07-26,Manufacturing,Referral,Enterprise,37,48063,,False,3.0,222.0,1.0,36.6,4.0,73.0,0
10672,2026-01-04,Professional Services,Referral,Starter,3,237,,False,6.0,29.0,0.0,0.0,0.0,42.9,0
10673,2026-01-17,Professional Services,Paid Search,Starter,6,474,,False,7.0,83.0,4.0,65.625,3.775,54.175,0
10674,2025-02-27,Retail,Paid Search,Pro,5,995,,False,7.0,75.0,1.0,24.7,3.8,59.5,0
10675,2026-01-09,Professional Services,Paid Search,Starter,4,316,,False,6.0,53.0,3.0,33.5,4.5,56.8,0
10676,2026-03-12,Financial Services,Referral,Starter,2,158,,False,6.0,17.0,1.0,31.9,3.7,53.2,0
10677,2025-12-15,Manufacturing,Paid Search,Starter,3,237,,False,6.0,36.0,4.0,37.425,3.375,47.475,0
10678,2025-02-20,Financial Services,Events,Starter,3,237,,False,7.0,37.0,1.0,37.4,3.2,52.7,0
10679,2025-11-10,Technology,Referral,Business,13,6487,,False,7.0,203.0,4.0,33.85,3.575,64.875,0
10680,2026-07-16,Professional Services,Organic,Pro,6,1194,,False,1.0,15.0,0.0,0.0,0.0,41.5,0
10681,2026-03-11,Healthcare,Organic,Starter,3,237,,False,3.0,11.0,1.0,20.4,3.7,52.6,0
10682,2025-03-24,Professional Services,Paid Search,Starter,4,316,,False,6.0,53.0,2.0,26.700000000000003,3.5,53.8,0
10683,2026-07-30,Financial Services,Referral,Pro,8,1592,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10684,2026-07-30,Healthcare,Events,Pro,8,1592,,False,0.0,0.0,1.0,43.4,2.9,47.5,0
10685,2025-04-12,Professional Services,Paid Search,Business,22,10978,,False,9.0,372.0,0.0,0.0,0.0,60.0,0
10686,2026-04-26,Financial Services,Paid Search,Business,13,6487,,False,2.0,44.0,0.0,0.0,0.0,44.4,0
10687,2025-09-02,Retail,Partner,Starter,4,316,,False,8.0,66.0,1.0,22.6,3.6,57.6,0
10688,2025-12-23,Technology,Organic,Starter,4,316,,False,5.0,50.0,2.0,22.2,4.35,57.75,0
10689,2025-09-25,Retail,Partner,Pro,20,3980,,False,4.0,157.0,5.0,32.42,3.7,59.2,0
10690,2026-04-15,Retail,Organic,Pro,7,1393,,False,2.0,26.0,2.0,48.55,3.4000000000000004,50.6,0
10691,2026-08-21,Technology,Paid Search,Pro,7,1393,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10692,2026-04-23,Manufacturing,Events,Pro,10,1990,,False,0.0,0.0,4.0,44.575,4.525,49.625,0
10693,2026-07-13,Financial Services,Partner,Pro,11,2189,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10694,2026-07-22,Technology,Partner,Starter,2,158,,False,0.0,0.0,0.0,0.0,0.0,40.0,0
10695,2025-02-24,Manufacturing,Referral,Starter,3,237,,False,3.0,18.0,3.0,43.300000000000004,3.4,47.8,0
10696,2025-06-02,Manufacturing,Partner,Starter,4,316,,False,11.0,75.0,5.0,48.68,3.78,51.4,0
10697,2026-03-10,Technology,Paid Search,Starter,2,158,,False,3.0,15.0,2.0,28.1,3.3,49.0,0
10698,2025-12-21,Technology,Paid Search,Starter,3,237,,False,2.0,10.0,0.0,0.0,0.0,41.0,0
10699,2025-01-31,Retail,Organic,Pro,8,1592,,False,8.0,116.0,6.0,22.916666666666668,4.233333333333333,55.766666666666666,0
10700,2025-02-27,Financial Services,Organic,Starter,4,316,,False,10.0,105.0,0.0,0.0,0.0,50.5,0
10701,2025-11-09,Healthcare,Paid Search,Starter,2,158,,False,5.0,14.0,3.0,26.3,3.8000000000000003,49.4,0
